"","Taxon","Family","Order","Year","Clean_code","IUCNName","mass"
"858","Hylocereus undatus","Cactaceae","Caryophyllales",2003,"NE","Hylocereus undatus",0
"859","Hylocereus undatus","Cactaceae","Caryophyllales",2004,"NE","Hylocereus undatus",0
"860","Hylocereus undatus","Cactaceae","Caryophyllales",2005,"NE","Hylocereus undatus",0
"861","Hylocereus undatus","Cactaceae","Caryophyllales",2006,"NE","Hylocereus undatus",0
"862","Hylocereus undatus","Cactaceae","Caryophyllales",2007,"NE","Hylocereus undatus",0
"863","Hylocereus undatus","Cactaceae","Caryophyllales",2008,"NE","Hylocereus undatus",0
"864","Hylocereus undatus","Cactaceae","Caryophyllales",2009,"NE","Hylocereus undatus",0
"865","Hylocereus undatus","Cactaceae","Caryophyllales",2010,"NE","Hylocereus undatus",0
"866","Hylocereus undatus","Cactaceae","Caryophyllales",2011,"NE","Hylocereus undatus",0
"867","Hylocereus undatus","Cactaceae","Caryophyllales",2012,"NE","Hylocereus undatus",0
"868","Hylocereus undatus","Cactaceae","Caryophyllales",2013,"NE","Hylocereus undatus",2249
"869","Hylocereus undatus","Cactaceae","Caryophyllales",2014,"NE","Hylocereus undatus",0
"870","Hylocereus undatus","Cactaceae","Caryophyllales",2015,"NE","Hylocereus undatus",0
"871","Hylocereus undatus","Cactaceae","Caryophyllales",2016,"NE","Hylocereus undatus",0
"872","Hylocereus undatus","Cactaceae","Caryophyllales",2017,"NE","Hylocereus undatus",0
"873","Hylocereus undatus","Cactaceae","Caryophyllales",2018,"NE","Hylocereus undatus",0
"874","Hylocereus undatus","Cactaceae","Caryophyllales",2019,"NE","Hylocereus undatus",0
"875","Hylocereus undatus","Cactaceae","Caryophyllales",2020,"NE","Hylocereus undatus",0
"876","Lemurophoenix halleuxii","Palmae","Arecales",2003,"EN","Lemurophoenix halleuxii",0
"877","Lemurophoenix halleuxii","Palmae","Arecales",2004,"EN","Lemurophoenix halleuxii",0
"878","Lemurophoenix halleuxii","Palmae","Arecales",2005,"EN","Lemurophoenix halleuxii",0
"879","Lemurophoenix halleuxii","Palmae","Arecales",2006,"EN","Lemurophoenix halleuxii",3800
"880","Lemurophoenix halleuxii","Palmae","Arecales",2007,"EN","Lemurophoenix halleuxii",100
"881","Lemurophoenix halleuxii","Palmae","Arecales",2008,"EN","Lemurophoenix halleuxii",0
"882","Lemurophoenix halleuxii","Palmae","Arecales",2009,"EN","Lemurophoenix halleuxii",0
"883","Lemurophoenix halleuxii","Palmae","Arecales",2010,"EN","Lemurophoenix halleuxii",0
"884","Lemurophoenix halleuxii","Palmae","Arecales",2011,"EN","Lemurophoenix halleuxii",1.212
"885","Lemurophoenix halleuxii","Palmae","Arecales",2012,"EN","Lemurophoenix halleuxii",0
"886","Lemurophoenix halleuxii","Palmae","Arecales",2013,"EN","Lemurophoenix halleuxii",0
"887","Lemurophoenix halleuxii","Palmae","Arecales",2014,"EN","Lemurophoenix halleuxii",0
"888","Lemurophoenix halleuxii","Palmae","Arecales",2015,"EN","Lemurophoenix halleuxii",0.8
"889","Lemurophoenix halleuxii","Palmae","Arecales",2016,"EN","Lemurophoenix halleuxii",0
"890","Lemurophoenix halleuxii","Palmae","Arecales",2017,"EN","Lemurophoenix halleuxii",0
"891","Lemurophoenix halleuxii","Palmae","Arecales",2018,"EN","Lemurophoenix halleuxii",0
"892","Lemurophoenix halleuxii","Palmae","Arecales",2019,"EN","Lemurophoenix halleuxii",0
"893","Lemurophoenix halleuxii","Palmae","Arecales",2020,"EN","Lemurophoenix halleuxii",0
"894","Lodoicea maldivica","Palmae","Arecales",2010,"VU","Lodoicea maldivica",0
"895","Lodoicea maldivica","Palmae","Arecales",2011,"EN","Lodoicea maldivica",3075
"896","Lodoicea maldivica","Palmae","Arecales",2012,"EN","Lodoicea maldivica",1930
"897","Lodoicea maldivica","Palmae","Arecales",2013,"EN","Lodoicea maldivica",5374
"898","Lodoicea maldivica","Palmae","Arecales",2014,"EN","Lodoicea maldivica",0
"899","Lodoicea maldivica","Palmae","Arecales",2015,"EN","Lodoicea maldivica",5021.9
"900","Lodoicea maldivica","Palmae","Arecales",2016,"EN","Lodoicea maldivica",4354.68
"901","Lodoicea maldivica","Palmae","Arecales",2017,"EN","Lodoicea maldivica",3261.68
"902","Lodoicea maldivica","Palmae","Arecales",2018,"EN","Lodoicea maldivica",3905.7
"903","Lodoicea maldivica","Palmae","Arecales",2019,"EN","Lodoicea maldivica",4066.7
"904","Lodoicea maldivica","Palmae","Arecales",2020,"EN","Lodoicea maldivica",1940.73
"905","Marojejya darianii","Palmae","Arecales",2003,"EN","Marojejya darianii",0
"906","Marojejya darianii","Palmae","Arecales",2004,"EN","Marojejya darianii",0
"907","Marojejya darianii","Palmae","Arecales",2005,"EN","Marojejya darianii",0.167
"908","Marojejya darianii","Palmae","Arecales",2006,"EN","Marojejya darianii",1225
"909","Marojejya darianii","Palmae","Arecales",2007,"EN","Marojejya darianii",0
"910","Marojejya darianii","Palmae","Arecales",2008,"EN","Marojejya darianii",0
"911","Marojejya darianii","Palmae","Arecales",2009,"EN","Marojejya darianii",0
"912","Marojejya darianii","Palmae","Arecales",2010,"EN","Marojejya darianii",0
"913","Marojejya darianii","Palmae","Arecales",2011,"EN","Marojejya darianii",0
"914","Marojejya darianii","Palmae","Arecales",2012,"EN","Marojejya darianii",0
"915","Marojejya darianii","Palmae","Arecales",2013,"EN","Marojejya darianii",0
"916","Marojejya darianii","Palmae","Arecales",2014,"EN","Marojejya darianii",0
"917","Marojejya darianii","Palmae","Arecales",2015,"EN","Marojejya darianii",0
"918","Marojejya darianii","Palmae","Arecales",2016,"EN","Marojejya darianii",0
"919","Marojejya darianii","Palmae","Arecales",2017,"EN","Marojejya darianii",0
"920","Marojejya darianii","Palmae","Arecales",2018,"EN","Marojejya darianii",0
"921","Marojejya darianii","Palmae","Arecales",2019,"EN","Marojejya darianii",0
"922","Marojejya darianii","Palmae","Arecales",2020,"EN","Marojejya darianii",0
"923","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2000,"NE","Myrtillocactus geometrizans",0
"924","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2001,"NE","Myrtillocactus geometrizans",0
"925","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2002,"NE","Myrtillocactus geometrizans",0
"926","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2003,"NE","Myrtillocactus geometrizans",0
"927","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2004,"NE","Myrtillocactus geometrizans",0
"928","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2005,"NE","Myrtillocactus geometrizans",0
"929","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2006,"NE","Myrtillocactus geometrizans",0
"930","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2007,"NE","Myrtillocactus geometrizans",0
"931","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2008,"NE","Myrtillocactus geometrizans",0
"932","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2009,"NE","Myrtillocactus geometrizans",0
"933","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2010,"NE","Myrtillocactus geometrizans",0
"934","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2011,"NE","Myrtillocactus geometrizans",0
"935","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2012,"NE","Myrtillocactus geometrizans",0
"936","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2013,"LC","Myrtillocactus geometrizans",0
"937","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2014,"LC","Myrtillocactus geometrizans",0
"938","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2015,"LC","Myrtillocactus geometrizans",0
"939","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2016,"LC","Myrtillocactus geometrizans",0
"940","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2017,"LC","Myrtillocactus geometrizans",0
"941","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2018,"LC","Myrtillocactus geometrizans",0
"942","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2019,"LC","Myrtillocactus geometrizans",4.8
"943","Myrtillocactus geometrizans","Cactaceae","Caryophyllales",2020,"LC","Myrtillocactus geometrizans",8.86
"944","Nardostachys grandiflora","Valerianaceae","Dipsacales",2000,"NE","Nardostachys grandiflora",0
"945","Nardostachys grandiflora","Valerianaceae","Dipsacales",2001,"NE","Nardostachys grandiflora",0
"946","Nardostachys grandiflora","Valerianaceae","Dipsacales",2002,"NE","Nardostachys grandiflora",0
"947","Nardostachys grandiflora","Valerianaceae","Dipsacales",2003,"NE","Nardostachys grandiflora",0
"948","Nardostachys grandiflora","Valerianaceae","Dipsacales",2004,"NE","Nardostachys grandiflora",0
"949","Nardostachys grandiflora","Valerianaceae","Dipsacales",2005,"NE","Nardostachys grandiflora",0
"950","Nardostachys grandiflora","Valerianaceae","Dipsacales",2006,"NE","Nardostachys grandiflora",0
"951","Nardostachys grandiflora","Valerianaceae","Dipsacales",2007,"NE","Nardostachys grandiflora",0
"952","Nardostachys grandiflora","Valerianaceae","Dipsacales",2008,"NE","Nardostachys grandiflora",0
"953","Nardostachys grandiflora","Valerianaceae","Dipsacales",2009,"NE","Nardostachys grandiflora",0
"954","Nardostachys grandiflora","Valerianaceae","Dipsacales",2010,"NE","Nardostachys grandiflora",0
"955","Nardostachys grandiflora","Valerianaceae","Dipsacales",2011,"NE","Nardostachys grandiflora",0
"956","Nardostachys grandiflora","Valerianaceae","Dipsacales",2012,"NE","Nardostachys grandiflora",0
"957","Nardostachys grandiflora","Valerianaceae","Dipsacales",2013,"NE","Nardostachys grandiflora",0
"958","Nardostachys grandiflora","Valerianaceae","Dipsacales",2014,"NE","Nardostachys grandiflora",139
"959","Nardostachys grandiflora","Valerianaceae","Dipsacales",2015,"NE","Nardostachys grandiflora",427.5
"960","Nardostachys grandiflora","Valerianaceae","Dipsacales",2016,"NE","Nardostachys grandiflora",150
"961","Nardostachys grandiflora","Valerianaceae","Dipsacales",2017,"NE","Nardostachys grandiflora",279
"962","Nardostachys grandiflora","Valerianaceae","Dipsacales",2018,"NE","Nardostachys grandiflora",0
"963","Nardostachys grandiflora","Valerianaceae","Dipsacales",2019,"NE","Nardostachys grandiflora",0
"964","Nardostachys grandiflora","Valerianaceae","Dipsacales",2020,"CR","Nardostachys grandiflora",0
"965","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2000,"EN","Nepenthes masoalensis",0
"966","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2001,"EN","Nepenthes masoalensis",0
"967","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2002,"EN","Nepenthes masoalensis",0
"968","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2003,"EN","Nepenthes masoalensis",0
"969","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2004,"EN","Nepenthes masoalensis",0
"970","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2005,"EN","Nepenthes masoalensis",0.001
"971","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2006,"EN","Nepenthes masoalensis",0
"972","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2007,"EN","Nepenthes masoalensis",0
"973","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2008,"EN","Nepenthes masoalensis",0
"974","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2009,"EN","Nepenthes masoalensis",0
"975","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2010,"EN","Nepenthes masoalensis",0
"976","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2011,"EN","Nepenthes masoalensis",0
"977","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2012,"EN","Nepenthes masoalensis",0
"978","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2013,"EN","Nepenthes masoalensis",0
"979","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2014,"EN","Nepenthes masoalensis",0
"980","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2015,"EN","Nepenthes masoalensis",0
"981","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2016,"EN","Nepenthes masoalensis",0
"982","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2017,"EN","Nepenthes masoalensis",0
"983","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2018,"EN","Nepenthes masoalensis",0
"984","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2019,"EN","Nepenthes masoalensis",0
"985","Nepenthes masoalensis","Nepenthaceae","Nepenthales",2020,"EN","Nepenthes masoalensis",0
"986","Nervilia fordii","Orchidaceae","Orchidales",2000,"NE","Nervilia fordii",0
"987","Nervilia fordii","Orchidaceae","Orchidales",2001,"NE","Nervilia fordii",0
"988","Nervilia fordii","Orchidaceae","Orchidales",2002,"NE","Nervilia fordii",200
"989","Nervilia fordii","Orchidaceae","Orchidales",2003,"NE","Nervilia fordii",0
"990","Nervilia fordii","Orchidaceae","Orchidales",2004,"NE","Nervilia fordii",0
"991","Nervilia fordii","Orchidaceae","Orchidales",2005,"NE","Nervilia fordii",0
"992","Nervilia fordii","Orchidaceae","Orchidales",2006,"NE","Nervilia fordii",0
"993","Nervilia fordii","Orchidaceae","Orchidales",2007,"NE","Nervilia fordii",0
"994","Nervilia fordii","Orchidaceae","Orchidales",2008,"NE","Nervilia fordii",0
"995","Nervilia fordii","Orchidaceae","Orchidales",2009,"NE","Nervilia fordii",0
"996","Nervilia fordii","Orchidaceae","Orchidales",2010,"NE","Nervilia fordii",0
"997","Nervilia fordii","Orchidaceae","Orchidales",2011,"NE","Nervilia fordii",0
"998","Nervilia fordii","Orchidaceae","Orchidales",2012,"NE","Nervilia fordii",0
"999","Nervilia fordii","Orchidaceae","Orchidales",2013,"NE","Nervilia fordii",0
"1000","Nervilia fordii","Orchidaceae","Orchidales",2014,"NE","Nervilia fordii",0
"1001","Nervilia fordii","Orchidaceae","Orchidales",2015,"NE","Nervilia fordii",0
"1002","Nervilia fordii","Orchidaceae","Orchidales",2016,"NE","Nervilia fordii",0
"1003","Nervilia fordii","Orchidaceae","Orchidales",2017,"NE","Nervilia fordii",0
"1004","Nervilia fordii","Orchidaceae","Orchidales",2018,"NE","Nervilia fordii",0
"1005","Nervilia fordii","Orchidaceae","Orchidales",2019,"NE","Nervilia fordii",0
"1006","Nervilia fordii","Orchidaceae","Orchidales",2020,"NE","Nervilia fordii",0
"1007","Opuntia cochenillifera","Cactaceae","Caryophyllales",2000,"NE","Nopalea cochenillifera",0
"1008","Opuntia cochenillifera","Cactaceae","Caryophyllales",2001,"NE","Nopalea cochenillifera",0
"1009","Opuntia cochenillifera","Cactaceae","Caryophyllales",2002,"NE","Nopalea cochenillifera",0
"1010","Opuntia cochenillifera","Cactaceae","Caryophyllales",2003,"NE","Nopalea cochenillifera",0
"1011","Opuntia cochenillifera","Cactaceae","Caryophyllales",2004,"NE","Nopalea cochenillifera",0
"1012","Opuntia cochenillifera","Cactaceae","Caryophyllales",2005,"NE","Nopalea cochenillifera",0
"1013","Opuntia cochenillifera","Cactaceae","Caryophyllales",2006,"NE","Nopalea cochenillifera",0
"1014","Opuntia cochenillifera","Cactaceae","Caryophyllales",2007,"NE","Nopalea cochenillifera",0
"1015","Opuntia cochenillifera","Cactaceae","Caryophyllales",2008,"NE","Nopalea cochenillifera",0
"1016","Opuntia cochenillifera","Cactaceae","Caryophyllales",2009,"NE","Nopalea cochenillifera",0
"1017","Opuntia cochenillifera","Cactaceae","Caryophyllales",2010,"NE","Nopalea cochenillifera",25
"1018","Opuntia cochenillifera","Cactaceae","Caryophyllales",2011,"NE","Nopalea cochenillifera",0
"1019","Opuntia cochenillifera","Cactaceae","Caryophyllales",2012,"NE","Nopalea cochenillifera",0
"1020","Opuntia cochenillifera","Cactaceae","Caryophyllales",2013,"NE","Nopalea cochenillifera",0
"1021","Opuntia cochenillifera","Cactaceae","Caryophyllales",2014,"NE","Nopalea cochenillifera",0
"1022","Opuntia cochenillifera","Cactaceae","Caryophyllales",2015,"NE","Nopalea cochenillifera",0
"1023","Opuntia cochenillifera","Cactaceae","Caryophyllales",2016,"NE","Nopalea cochenillifera",0
"1024","Opuntia cochenillifera","Cactaceae","Caryophyllales",2017,"NE","Nopalea cochenillifera",0
"1025","Opuntia cochenillifera","Cactaceae","Caryophyllales",2018,"NE","Nopalea cochenillifera",0
"1026","Opuntia cochenillifera","Cactaceae","Caryophyllales",2019,"NE","Nopalea cochenillifera",0
"1027","Opuntia cochenillifera","Cactaceae","Caryophyllales",2020,"NE","Nopalea cochenillifera",0
"1028","Opuntia ficus-indica","Cactaceae","Caryophyllales",2000,"NE","Opuntia ficus-indica",0
"1029","Opuntia ficus-indica","Cactaceae","Caryophyllales",2001,"NE","Opuntia ficus-indica",0
"1030","Opuntia ficus-indica","Cactaceae","Caryophyllales",2002,"NE","Opuntia ficus-indica",3950
"1031","Opuntia ficus-indica","Cactaceae","Caryophyllales",2003,"NE","Opuntia ficus-indica",0
"1032","Opuntia ficus-indica","Cactaceae","Caryophyllales",2004,"NE","Opuntia ficus-indica",3000
"1033","Opuntia ficus-indica","Cactaceae","Caryophyllales",2005,"NE","Opuntia ficus-indica",3000
"1034","Opuntia ficus-indica","Cactaceae","Caryophyllales",2006,"NE","Opuntia ficus-indica",0
"1035","Opuntia ficus-indica","Cactaceae","Caryophyllales",2007,"NE","Opuntia ficus-indica",2000
"1036","Opuntia ficus-indica","Cactaceae","Caryophyllales",2008,"NE","Opuntia ficus-indica",4020
"1037","Opuntia ficus-indica","Cactaceae","Caryophyllales",2009,"NE","Opuntia ficus-indica",2500
"1038","Opuntia ficus-indica","Cactaceae","Caryophyllales",2010,"NE","Opuntia ficus-indica",10410
"1039","Opuntia ficus-indica","Cactaceae","Caryophyllales",2011,"NE","Opuntia ficus-indica",2730
"1040","Opuntia ficus-indica","Cactaceae","Caryophyllales",2012,"NE","Opuntia ficus-indica",0
"1041","Opuntia ficus-indica","Cactaceae","Caryophyllales",2013,"NE","Opuntia ficus-indica",0
"1042","Opuntia ficus-indica","Cactaceae","Caryophyllales",2014,"NE","Opuntia ficus-indica",0
"1043","Opuntia ficus-indica","Cactaceae","Caryophyllales",2015,"NE","Opuntia ficus-indica",0
"1044","Opuntia ficus-indica","Cactaceae","Caryophyllales",2016,"NE","Opuntia ficus-indica",0
"1045","Opuntia ficus-indica","Cactaceae","Caryophyllales",2017,"NE","Opuntia ficus-indica",0
"1046","Opuntia ficus-indica","Cactaceae","Caryophyllales",2018,"NE","Opuntia ficus-indica",0
"1047","Opuntia ficus-indica","Cactaceae","Caryophyllales",2019,"NE","Opuntia ficus-indica",0
"1048","Opuntia ficus-indica","Cactaceae","Caryophyllales",2020,"NE","Opuntia ficus-indica",0
"1049","Opuntia robusta","Cactaceae","Caryophyllales",2000,"NE","Opuntia robusta",0
"1050","Opuntia robusta","Cactaceae","Caryophyllales",2001,"NE","Opuntia robusta",0
"1051","Opuntia robusta","Cactaceae","Caryophyllales",2002,"NE","Opuntia robusta",0
"1052","Opuntia robusta","Cactaceae","Caryophyllales",2003,"NE","Opuntia robusta",0
"1053","Opuntia robusta","Cactaceae","Caryophyllales",2004,"NE","Opuntia robusta",0
"1054","Opuntia robusta","Cactaceae","Caryophyllales",2005,"NE","Opuntia robusta",0
"1055","Opuntia robusta","Cactaceae","Caryophyllales",2006,"NE","Opuntia robusta",1292.4
"1056","Opuntia robusta","Cactaceae","Caryophyllales",2007,"NE","Opuntia robusta",0
"1057","Opuntia robusta","Cactaceae","Caryophyllales",2008,"NE","Opuntia robusta",0
"1058","Opuntia robusta","Cactaceae","Caryophyllales",2009,"NE","Opuntia robusta",0
"1059","Opuntia robusta","Cactaceae","Caryophyllales",2010,"NE","Opuntia robusta",0
"1060","Opuntia robusta","Cactaceae","Caryophyllales",2011,"NE","Opuntia robusta",0
"1061","Opuntia robusta","Cactaceae","Caryophyllales",2012,"NE","Opuntia robusta",0
"1062","Opuntia robusta","Cactaceae","Caryophyllales",2013,"LC","Opuntia robusta",0
"1063","Opuntia robusta","Cactaceae","Caryophyllales",2014,"LC","Opuntia robusta",0
"1064","Opuntia robusta","Cactaceae","Caryophyllales",2015,"LC","Opuntia robusta",0
"1065","Opuntia robusta","Cactaceae","Caryophyllales",2016,"LC","Opuntia robusta",0
"1066","Opuntia robusta","Cactaceae","Caryophyllales",2017,"LC","Opuntia robusta",0
"1067","Opuntia robusta","Cactaceae","Caryophyllales",2018,"LC","Opuntia robusta",0
"1068","Opuntia robusta","Cactaceae","Caryophyllales",2019,"LC","Opuntia robusta",0
"1069","Opuntia robusta","Cactaceae","Caryophyllales",2020,"LC","Opuntia robusta",0
"1070","Opuntia streptacantha","Cactaceae","Caryophyllales",2000,"NE","Opuntia streptacantha",0
"1071","Opuntia streptacantha","Cactaceae","Caryophyllales",2001,"NE","Opuntia streptacantha",0
"1072","Opuntia streptacantha","Cactaceae","Caryophyllales",2002,"NE","Opuntia streptacantha",0
"1073","Opuntia streptacantha","Cactaceae","Caryophyllales",2003,"NE","Opuntia streptacantha",950
"1074","Opuntia streptacantha","Cactaceae","Caryophyllales",2004,"NE","Opuntia streptacantha",0
"1075","Opuntia streptacantha","Cactaceae","Caryophyllales",2005,"NE","Opuntia streptacantha",0
"1076","Opuntia streptacantha","Cactaceae","Caryophyllales",2006,"NE","Opuntia streptacantha",300
"1077","Opuntia streptacantha","Cactaceae","Caryophyllales",2007,"NE","Opuntia streptacantha",0
"1078","Opuntia streptacantha","Cactaceae","Caryophyllales",2008,"NE","Opuntia streptacantha",300
"1079","Opuntia streptacantha","Cactaceae","Caryophyllales",2009,"NE","Opuntia streptacantha",1800
"1080","Opuntia streptacantha","Cactaceae","Caryophyllales",2010,"NE","Opuntia streptacantha",900
"1081","Opuntia streptacantha","Cactaceae","Caryophyllales",2011,"NE","Opuntia streptacantha",500
"1082","Opuntia streptacantha","Cactaceae","Caryophyllales",2012,"NE","Opuntia streptacantha",0
"1083","Opuntia streptacantha","Cactaceae","Caryophyllales",2013,"LC","Opuntia streptacantha",0
"1084","Opuntia streptacantha","Cactaceae","Caryophyllales",2014,"LC","Opuntia streptacantha",0
"1085","Opuntia streptacantha","Cactaceae","Caryophyllales",2015,"LC","Opuntia streptacantha",0
"1086","Opuntia streptacantha","Cactaceae","Caryophyllales",2016,"LC","Opuntia streptacantha",0
"1087","Opuntia streptacantha","Cactaceae","Caryophyllales",2017,"LC","Opuntia streptacantha",0
"1088","Opuntia streptacantha","Cactaceae","Caryophyllales",2018,"LC","Opuntia streptacantha",0
"1089","Opuntia streptacantha","Cactaceae","Caryophyllales",2019,"LC","Opuntia streptacantha",0
"1090","Opuntia streptacantha","Cactaceae","Caryophyllales",2020,"LC","Opuntia streptacantha",0
"1091","Osyris lanceolata","Santalaceae","Santanales",2013,"NE","Osyris lanceolata",0
"1092","Osyris lanceolata","Santalaceae","Santanales",2014,"NE","Osyris lanceolata",0
"1093","Osyris lanceolata","Santalaceae","Santanales",2015,"NE","Osyris lanceolata",0
"1094","Osyris lanceolata","Santalaceae","Santanales",2016,"NE","Osyris lanceolata",0
"1095","Osyris lanceolata","Santalaceae","Santanales",2017,"NE","Osyris lanceolata",1515
"1096","Osyris lanceolata","Santalaceae","Santanales",2018,"LC","Osyris lanceolata",25
"1097","Osyris lanceolata","Santalaceae","Santanales",2019,"LC","Osyris lanceolata",0
"1098","Osyris lanceolata","Santalaceae","Santanales",2020,"LC","Osyris lanceolata",0
"1099","Panax ginseng","Araliaceae","Apiales",2000,"NE","Panax ginseng",0
"1100","Panax ginseng","Araliaceae","Apiales",2001,"NE","Panax ginseng",0
"1101","Panax ginseng","Araliaceae","Apiales",2002,"NE","Panax ginseng",0
"1102","Panax ginseng","Araliaceae","Apiales",2003,"NE","Panax ginseng",0
"1103","Panax ginseng","Araliaceae","Apiales",2004,"NE","Panax ginseng",2
"1104","Panax ginseng","Araliaceae","Apiales",2005,"NE","Panax ginseng",0
"1105","Panax ginseng","Araliaceae","Apiales",2006,"NE","Panax ginseng",0
"1106","Panax ginseng","Araliaceae","Apiales",2007,"NE","Panax ginseng",0
"1107","Panax ginseng","Araliaceae","Apiales",2008,"NE","Panax ginseng",0
"1108","Panax ginseng","Araliaceae","Apiales",2009,"NE","Panax ginseng",0
"1109","Panax ginseng","Araliaceae","Apiales",2010,"NE","Panax ginseng",0
"1110","Panax ginseng","Araliaceae","Apiales",2011,"NE","Panax ginseng",0
"1111","Panax ginseng","Araliaceae","Apiales",2012,"NE","Panax ginseng",0
"1112","Panax ginseng","Araliaceae","Apiales",2013,"NE","Panax ginseng",0
"1113","Panax ginseng","Araliaceae","Apiales",2014,"NE","Panax ginseng",0
"1114","Panax ginseng","Araliaceae","Apiales",2015,"NE","Panax ginseng",0
"1115","Panax ginseng","Araliaceae","Apiales",2016,"NE","Panax ginseng",0
"1116","Panax ginseng","Araliaceae","Apiales",2017,"NE","Panax ginseng",0
"1117","Panax ginseng","Araliaceae","Apiales",2018,"NE","Panax ginseng",0
"1118","Panax ginseng","Araliaceae","Apiales",2019,"NE","Panax ginseng",0
"1119","Panax ginseng","Araliaceae","Apiales",2020,"NE","Panax ginseng",0
"1120","Panax quinquefolius","Araliaceae","Apiales",2000,"NE","Panax quinquefolius",36841.49
"1121","Panax quinquefolius","Araliaceae","Apiales",2001,"NE","Panax quinquefolius",46372.405
"1122","Panax quinquefolius","Araliaceae","Apiales",2002,"NE","Panax quinquefolius",34807.49
"1123","Panax quinquefolius","Araliaceae","Apiales",2003,"NE","Panax quinquefolius",32195.686
"1124","Panax quinquefolius","Araliaceae","Apiales",2004,"NE","Panax quinquefolius",28345.161
"1125","Panax quinquefolius","Araliaceae","Apiales",2005,"NE","Panax quinquefolius",23512.19
"1126","Panax quinquefolius","Araliaceae","Apiales",2006,"NE","Panax quinquefolius",25140.167
"1127","Panax quinquefolius","Araliaceae","Apiales",2007,"NE","Panax quinquefolius",23057.365
"1128","Panax quinquefolius","Araliaceae","Apiales",2008,"NE","Panax quinquefolius",10814.416
"1129","Panax quinquefolius","Araliaceae","Apiales",2009,"NE","Panax quinquefolius",46719.623
"1130","Panax quinquefolius","Araliaceae","Apiales",2010,"NE","Panax quinquefolius",30889.646
"1131","Panax quinquefolius","Araliaceae","Apiales",2011,"NE","Panax quinquefolius",19155.003
"1132","Panax quinquefolius","Araliaceae","Apiales",2012,"NE","Panax quinquefolius",14324.82156
"1133","Panax quinquefolius","Araliaceae","Apiales",2013,"NE","Panax quinquefolius",41569.507
"1134","Panax quinquefolius","Araliaceae","Apiales",2014,"NE","Panax quinquefolius",942.04
"1135","Panax quinquefolius","Araliaceae","Apiales",2015,"NE","Panax quinquefolius",28609.968
"1136","Panax quinquefolius","Araliaceae","Apiales",2016,"NE","Panax quinquefolius",29117.683
"1137","Panax quinquefolius","Araliaceae","Apiales",2017,"NE","Panax quinquefolius",25009.47
"1138","Panax quinquefolius","Araliaceae","Apiales",2018,"NE","Panax quinquefolius",14207.93389
"1139","Panax quinquefolius","Araliaceae","Apiales",2019,"NE","Panax quinquefolius",13888.78
"1140","Panax quinquefolius","Araliaceae","Apiales",2020,"NE","Panax quinquefolius",14015.9772
"1141","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2000,"NE","Picrorhiza kurroa",0
"1142","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2001,"NE","Picrorhiza kurroa",100
"1143","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2002,"NE","Picrorhiza kurroa",300
"1144","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2003,"NE","Picrorhiza kurroa",0
"1145","Picrorhiza kurrooa","Scrophulariaceae","Scrophulariales",2004,"NE","Picrorhiza kurroa",0
