"","Taxon","Family","Order","Year","Clean_code","IUCNName","mass"
"298","Cibotium barometz","Dicksoniaceae","Dicksoniales",2015,"NE","Cibotium barometz",0
"299","Cibotium barometz","Dicksoniaceae","Dicksoniales",2016,"NE","Cibotium barometz",0
"300","Cibotium barometz","Dicksoniaceae","Dicksoniales",2017,"NE","Cibotium barometz",0
"301","Cibotium barometz","Dicksoniaceae","Dicksoniales",2018,"NE","Cibotium barometz",0
"302","Cibotium barometz","Dicksoniaceae","Dicksoniales",2019,"NE","Cibotium barometz",0
"303","Cibotium barometz","Dicksoniaceae","Dicksoniales",2020,"NE","Cibotium barometz",0
"304","Cistanche deserticola","Orobanchaceae","Scrophulariales",2000,"NE","Cistanche deserticola",0
"305","Cistanche deserticola","Orobanchaceae","Scrophulariales",2001,"NE","Cistanche deserticola",0
"306","Cistanche deserticola","Orobanchaceae","Scrophulariales",2002,"NE","Cistanche deserticola",268.56
"307","Cistanche deserticola","Orobanchaceae","Scrophulariales",2003,"NE","Cistanche deserticola",0
"308","Cistanche deserticola","Orobanchaceae","Scrophulariales",2004,"NE","Cistanche deserticola",0
"309","Cistanche deserticola","Orobanchaceae","Scrophulariales",2005,"NE","Cistanche deserticola",0
"310","Cistanche deserticola","Orobanchaceae","Scrophulariales",2006,"NE","Cistanche deserticola",0
"311","Cistanche deserticola","Orobanchaceae","Scrophulariales",2007,"NE","Cistanche deserticola",0
"312","Cistanche deserticola","Orobanchaceae","Scrophulariales",2008,"NE","Cistanche deserticola",0
"313","Cistanche deserticola","Orobanchaceae","Scrophulariales",2009,"NE","Cistanche deserticola",0
"314","Cistanche deserticola","Orobanchaceae","Scrophulariales",2010,"NE","Cistanche deserticola",0
"315","Cistanche deserticola","Orobanchaceae","Scrophulariales",2011,"NE","Cistanche deserticola",0
"316","Cistanche deserticola","Orobanchaceae","Scrophulariales",2012,"NE","Cistanche deserticola",0
"317","Cistanche deserticola","Orobanchaceae","Scrophulariales",2013,"NE","Cistanche deserticola",0
"318","Cistanche deserticola","Orobanchaceae","Scrophulariales",2014,"NE","Cistanche deserticola",0
"319","Cistanche deserticola","Orobanchaceae","Scrophulariales",2015,"NE","Cistanche deserticola",0
"320","Cistanche deserticola","Orobanchaceae","Scrophulariales",2016,"NE","Cistanche deserticola",0
"321","Cistanche deserticola","Orobanchaceae","Scrophulariales",2017,"NE","Cistanche deserticola",0
"322","Cistanche deserticola","Orobanchaceae","Scrophulariales",2018,"NE","Cistanche deserticola",0
"323","Cistanche deserticola","Orobanchaceae","Scrophulariales",2019,"NE","Cistanche deserticola",0
"324","Cistanche deserticola","Orobanchaceae","Scrophulariales",2020,"NE","Cistanche deserticola",0
"325","Cyathea concinna","Cyatheaceae","Cyatheales",2000,"NE","Cyathea concinna",0
"326","Cyathea concinna","Cyatheaceae","Cyatheales",2001,"NE","Cyathea concinna",0
"327","Cyathea concinna","Cyatheaceae","Cyatheales",2002,"NE","Cyathea concinna",0
"328","Cyathea concinna","Cyatheaceae","Cyatheales",2003,"NE","Cyathea concinna",0
"329","Cyathea concinna","Cyatheaceae","Cyatheales",2004,"NE","Cyathea concinna",23200
"330","Cyathea concinna","Cyatheaceae","Cyatheales",2005,"NE","Cyathea concinna",0
"331","Cyathea concinna","Cyatheaceae","Cyatheales",2006,"NE","Cyathea concinna",0
"332","Cyathea concinna","Cyatheaceae","Cyatheales",2007,"NE","Cyathea concinna",0
"333","Cyathea concinna","Cyatheaceae","Cyatheales",2008,"NE","Cyathea concinna",0
"334","Cyathea concinna","Cyatheaceae","Cyatheales",2009,"NE","Cyathea concinna",0
"335","Cyathea concinna","Cyatheaceae","Cyatheales",2010,"NE","Cyathea concinna",0
"336","Cyathea concinna","Cyatheaceae","Cyatheales",2011,"NE","Cyathea concinna",6677
"337","Cyathea concinna","Cyatheaceae","Cyatheales",2012,"NE","Cyathea concinna",0
"338","Cyathea concinna","Cyatheaceae","Cyatheales",2013,"NE","Cyathea concinna",0
"339","Cyathea concinna","Cyatheaceae","Cyatheales",2014,"NE","Cyathea concinna",0
"340","Cyathea concinna","Cyatheaceae","Cyatheales",2015,"NE","Cyathea concinna",0
"341","Cyathea concinna","Cyatheaceae","Cyatheales",2016,"NE","Cyathea concinna",0
"342","Cyathea concinna","Cyatheaceae","Cyatheales",2017,"NE","Cyathea concinna",0
"343","Cyathea concinna","Cyatheaceae","Cyatheales",2018,"NE","Cyathea concinna",0
"344","Cyathea concinna","Cyatheaceae","Cyatheales",2019,"NE","Cyathea concinna",0
"345","Cyathea concinna","Cyatheaceae","Cyatheales",2020,"NE","Cyathea concinna",0
"346","Cyathea medullaris","Cyatheaceae","Cyatheales",2000,"NE","Cyathea medullaris",0
"347","Cyathea medullaris","Cyatheaceae","Cyatheales",2001,"NE","Cyathea medullaris",0
"348","Cyathea medullaris","Cyatheaceae","Cyatheales",2002,"NE","Cyathea medullaris",0
"349","Cyathea medullaris","Cyatheaceae","Cyatheales",2003,"NE","Cyathea medullaris",0
"350","Cyathea medullaris","Cyatheaceae","Cyatheales",2004,"NE","Cyathea medullaris",0
"351","Cyathea medullaris","Cyatheaceae","Cyatheales",2005,"NE","Cyathea medullaris",0
"352","Cyathea medullaris","Cyatheaceae","Cyatheales",2006,"NE","Cyathea medullaris",0
"353","Cyathea medullaris","Cyatheaceae","Cyatheales",2007,"NE","Cyathea medullaris",0
"354","Cyathea medullaris","Cyatheaceae","Cyatheales",2008,"NE","Cyathea medullaris",1200
"355","Cyathea medullaris","Cyatheaceae","Cyatheales",2009,"NE","Cyathea medullaris",1265
"356","Cyathea medullaris","Cyatheaceae","Cyatheales",2010,"NE","Cyathea medullaris",500
"357","Cyathea medullaris","Cyatheaceae","Cyatheales",2011,"NE","Cyathea medullaris",0
"358","Cyathea medullaris","Cyatheaceae","Cyatheales",2012,"NE","Cyathea medullaris",100
"359","Cyathea medullaris","Cyatheaceae","Cyatheales",2013,"NE","Cyathea medullaris",382.37
"360","Cyathea medullaris","Cyatheaceae","Cyatheales",2014,"NE","Cyathea medullaris",382.4
"361","Cyathea medullaris","Cyatheaceae","Cyatheales",2015,"NE","Cyathea medullaris",739.79
"362","Cyathea medullaris","Cyatheaceae","Cyatheales",2016,"NE","Cyathea medullaris",867.25
"363","Cyathea medullaris","Cyatheaceae","Cyatheales",2017,"NE","Cyathea medullaris",360
"364","Cyathea medullaris","Cyatheaceae","Cyatheales",2018,"NE","Cyathea medullaris",100
"365","Cyathea medullaris","Cyatheaceae","Cyatheales",2019,"NE","Cyathea medullaris",110
"366","Cyathea medullaris","Cyatheaceae","Cyatheales",2020,"NE","Cyathea medullaris",220
"367","Cylindropuntia cholla","Cactaceae","Caryophyllales",2000,"NE","Cylindropuntia cholla",0
"368","Cylindropuntia cholla","Cactaceae","Caryophyllales",2001,"NE","Cylindropuntia cholla",0
"369","Cylindropuntia cholla","Cactaceae","Caryophyllales",2002,"NE","Cylindropuntia cholla",0
"370","Cylindropuntia cholla","Cactaceae","Caryophyllales",2003,"NE","Cylindropuntia cholla",0
"371","Cylindropuntia cholla","Cactaceae","Caryophyllales",2004,"NE","Cylindropuntia cholla",0
"372","Cylindropuntia cholla","Cactaceae","Caryophyllales",2005,"NE","Cylindropuntia cholla",0
"373","Cylindropuntia cholla","Cactaceae","Caryophyllales",2006,"NE","Cylindropuntia cholla",0
"374","Cylindropuntia cholla","Cactaceae","Caryophyllales",2007,"NE","Cylindropuntia cholla",0
"375","Cylindropuntia cholla","Cactaceae","Caryophyllales",2008,"NE","Cylindropuntia cholla",0
"376","Cylindropuntia cholla","Cactaceae","Caryophyllales",2009,"NE","Cylindropuntia cholla",2200
"377","Cylindropuntia cholla","Cactaceae","Caryophyllales",2010,"NE","Cylindropuntia cholla",0
"378","Cylindropuntia cholla","Cactaceae","Caryophyllales",2011,"NE","Cylindropuntia cholla",0
"379","Cylindropuntia cholla","Cactaceae","Caryophyllales",2012,"NE","Cylindropuntia cholla",0
"380","Cylindropuntia cholla","Cactaceae","Caryophyllales",2013,"LC","Cylindropuntia cholla",0
"381","Cylindropuntia cholla","Cactaceae","Caryophyllales",2014,"LC","Cylindropuntia cholla",0
"382","Cylindropuntia cholla","Cactaceae","Caryophyllales",2015,"LC","Cylindropuntia cholla",3000
"383","Cylindropuntia cholla","Cactaceae","Caryophyllales",2016,"LC","Cylindropuntia cholla",0
"384","Cylindropuntia cholla","Cactaceae","Caryophyllales",2017,"LC","Cylindropuntia cholla",4250
"385","Cylindropuntia cholla","Cactaceae","Caryophyllales",2018,"LC","Cylindropuntia cholla",0
"386","Cylindropuntia cholla","Cactaceae","Caryophyllales",2019,"LC","Cylindropuntia cholla",0
"387","Cylindropuntia cholla","Cactaceae","Caryophyllales",2020,"LC","Cylindropuntia cholla",0
"388","Dalbergia melanoxylon","Leguminosae","Fabales",2013,"NT","Dalbergia melanoxylon",0
"389","Dalbergia melanoxylon","Leguminosae","Fabales",2014,"NT","Dalbergia melanoxylon",0
"390","Dalbergia melanoxylon","Leguminosae","Fabales",2015,"NT","Dalbergia melanoxylon",0
"391","Dalbergia melanoxylon","Leguminosae","Fabales",2016,"NT","Dalbergia melanoxylon",0
"392","Dalbergia melanoxylon","Leguminosae","Fabales",2017,"NT","Dalbergia melanoxylon",0
"393","Dalbergia melanoxylon","Leguminosae","Fabales",2018,"NT","Dalbergia melanoxylon",157
"394","Dalbergia melanoxylon","Leguminosae","Fabales",2019,"NT","Dalbergia melanoxylon",0
"395","Dalbergia melanoxylon","Leguminosae","Fabales",2020,"NT","Dalbergia melanoxylon",0
"396","Dalbergia sissoo","Leguminosae","Fabales",2013,"NE","Dalbergia sissoo",0
"397","Dalbergia sissoo","Leguminosae","Fabales",2014,"NE","Dalbergia sissoo",0
"398","Dalbergia sissoo","Leguminosae","Fabales",2015,"NE","Dalbergia sissoo",0
"399","Dalbergia sissoo","Leguminosae","Fabales",2016,"NE","Dalbergia sissoo",0
"400","Dalbergia sissoo","Leguminosae","Fabales",2017,"NE","Dalbergia sissoo",2324.84
"401","Dalbergia sissoo","Leguminosae","Fabales",2018,"NE","Dalbergia sissoo",1624
"402","Dalbergia sissoo","Leguminosae","Fabales",2019,"NE","Dalbergia sissoo",0
"403","Dalbergia sissoo","Leguminosae","Fabales",2020,"LC","Dalbergia sissoo",0
"404","Dendrobium anosmum","Orchidaceae","Orchidales",2000,"NE","Dendrobium anosmum",0
"405","Dendrobium anosmum","Orchidaceae","Orchidales",2001,"NE","Dendrobium anosmum",0
"406","Dendrobium anosmum","Orchidaceae","Orchidales",2002,"NE","Dendrobium anosmum",0
"407","Dendrobium anosmum","Orchidaceae","Orchidales",2003,"NE","Dendrobium anosmum",0
"408","Dendrobium anosmum","Orchidaceae","Orchidales",2004,"NE","Dendrobium anosmum",0
"409","Dendrobium anosmum","Orchidaceae","Orchidales",2005,"NE","Dendrobium anosmum",0
"410","Dendrobium anosmum","Orchidaceae","Orchidales",2006,"NE","Dendrobium anosmum",0
"411","Dendrobium anosmum","Orchidaceae","Orchidales",2007,"NE","Dendrobium anosmum",0
"412","Dendrobium anosmum","Orchidaceae","Orchidales",2008,"NE","Dendrobium anosmum",0
"413","Dendrobium anosmum","Orchidaceae","Orchidales",2009,"NE","Dendrobium anosmum",0
"414","Dendrobium anosmum","Orchidaceae","Orchidales",2010,"NE","Dendrobium anosmum",0
"415","Dendrobium anosmum","Orchidaceae","Orchidales",2011,"NE","Dendrobium anosmum",0
"416","Dendrobium anosmum","Orchidaceae","Orchidales",2012,"NE","Dendrobium anosmum",0
"417","Dendrobium anosmum","Orchidaceae","Orchidales",2013,"NE","Dendrobium anosmum",0
"418","Dendrobium anosmum","Orchidaceae","Orchidales",2014,"NE","Dendrobium anosmum",0
"419","Dendrobium anosmum","Orchidaceae","Orchidales",2015,"NE","Dendrobium anosmum",0
"420","Dendrobium anosmum","Orchidaceae","Orchidales",2016,"NE","Dendrobium anosmum",1734.4
"421","Dendrobium anosmum","Orchidaceae","Orchidales",2017,"NE","Dendrobium anosmum",0
"422","Dendrobium anosmum","Orchidaceae","Orchidales",2018,"NE","Dendrobium anosmum",0
"423","Dendrobium anosmum","Orchidaceae","Orchidales",2019,"NE","Dendrobium anosmum",0
"424","Dendrobium anosmum","Orchidaceae","Orchidales",2020,"NE","Dendrobium anosmum",0
"425","Dendrobium capillipes","Orchidaceae","Orchidales",2000,"NE","Dendrobium capillipes",0
"426","Dendrobium capillipes","Orchidaceae","Orchidales",2001,"NE","Dendrobium capillipes",0
"427","Dendrobium capillipes","Orchidaceae","Orchidales",2002,"NE","Dendrobium capillipes",0
"428","Dendrobium capillipes","Orchidaceae","Orchidales",2003,"NE","Dendrobium capillipes",0
"429","Dendrobium capillipes","Orchidaceae","Orchidales",2004,"NE","Dendrobium capillipes",0
"430","Dendrobium capillipes","Orchidaceae","Orchidales",2005,"NE","Dendrobium capillipes",0
"431","Dendrobium capillipes","Orchidaceae","Orchidales",2006,"NE","Dendrobium capillipes",0
"432","Dendrobium capillipes","Orchidaceae","Orchidales",2007,"NE","Dendrobium capillipes",8000
"433","Dendrobium capillipes","Orchidaceae","Orchidales",2008,"NE","Dendrobium capillipes",0
"434","Dendrobium capillipes","Orchidaceae","Orchidales",2009,"NE","Dendrobium capillipes",0
"435","Dendrobium capillipes","Orchidaceae","Orchidales",2010,"NE","Dendrobium capillipes",0
"436","Dendrobium capillipes","Orchidaceae","Orchidales",2011,"NE","Dendrobium capillipes",0
"437","Dendrobium capillipes","Orchidaceae","Orchidales",2012,"NE","Dendrobium capillipes",0
"438","Dendrobium capillipes","Orchidaceae","Orchidales",2013,"NE","Dendrobium capillipes",0
"439","Dendrobium capillipes","Orchidaceae","Orchidales",2014,"NE","Dendrobium capillipes",0
"440","Dendrobium capillipes","Orchidaceae","Orchidales",2015,"NE","Dendrobium capillipes",0
"441","Dendrobium capillipes","Orchidaceae","Orchidales",2016,"NE","Dendrobium capillipes",0
"442","Dendrobium capillipes","Orchidaceae","Orchidales",2017,"NE","Dendrobium capillipes",0
"443","Dendrobium capillipes","Orchidaceae","Orchidales",2018,"NE","Dendrobium capillipes",0
"444","Dendrobium capillipes","Orchidaceae","Orchidales",2019,"NE","Dendrobium capillipes",0
"445","Dendrobium capillipes","Orchidaceae","Orchidales",2020,"NE","Dendrobium capillipes",0
"446","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2000,"NE","Dendrobium chrysotoxum",0
"447","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2001,"NE","Dendrobium chrysotoxum",0
"448","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2002,"NE","Dendrobium chrysotoxum",0
"449","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2003,"NE","Dendrobium chrysotoxum",0
"450","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2004,"NE","Dendrobium chrysotoxum",0
"451","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2005,"NE","Dendrobium chrysotoxum",0
"452","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2006,"NE","Dendrobium chrysotoxum",0
"453","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2007,"NE","Dendrobium chrysotoxum",7000
"454","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2008,"NE","Dendrobium chrysotoxum",0
"455","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2009,"NE","Dendrobium chrysotoxum",0
"456","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2010,"NE","Dendrobium chrysotoxum",0
"457","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2011,"NE","Dendrobium chrysotoxum",0
"458","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2012,"NE","Dendrobium chrysotoxum",0
"459","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2013,"NE","Dendrobium chrysotoxum",0
"460","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2014,"NE","Dendrobium chrysotoxum",0
"461","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2015,"NE","Dendrobium chrysotoxum",0
"462","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2016,"NE","Dendrobium chrysotoxum",0
"463","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2017,"NE","Dendrobium chrysotoxum",0
"464","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2018,"NE","Dendrobium chrysotoxum",0
"465","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2019,"NE","Dendrobium chrysotoxum",0
"466","Dendrobium chrysotoxum","Orchidaceae","Orchidales",2020,"NE","Dendrobium chrysotoxum",0
"467","Dendrobium denudans","Orchidaceae","Orchidales",2000,"NE","Dendrobium denudans",0
"468","Dendrobium denudans","Orchidaceae","Orchidales",2001,"NE","Dendrobium denudans",0
"469","Dendrobium denudans","Orchidaceae","Orchidales",2002,"NE","Dendrobium denudans",0
"470","Dendrobium denudans","Orchidaceae","Orchidales",2003,"NE","Dendrobium denudans",0
"471","Dendrobium denudans","Orchidaceae","Orchidales",2004,"NE","Dendrobium denudans",0
"472","Dendrobium denudans","Orchidaceae","Orchidales",2005,"NE","Dendrobium denudans",0
"473","Dendrobium denudans","Orchidaceae","Orchidales",2006,"NE","Dendrobium denudans",0
"474","Dendrobium denudans","Orchidaceae","Orchidales",2007,"NE","Dendrobium denudans",0
"475","Dendrobium denudans","Orchidaceae","Orchidales",2008,"NE","Dendrobium denudans",0
"476","Dendrobium denudans","Orchidaceae","Orchidales",2009,"NE","Dendrobium denudans",0
"477","Dendrobium denudans","Orchidaceae","Orchidales",2010,"NE","Dendrobium denudans",0
"478","Dendrobium denudans","Orchidaceae","Orchidales",2011,"NE","Dendrobium denudans",0
"479","Dendrobium denudans","Orchidaceae","Orchidales",2012,"NE","Dendrobium denudans",0
"480","Dendrobium denudans","Orchidaceae","Orchidales",2013,"NE","Dendrobium denudans",0
"481","Dendrobium denudans","Orchidaceae","Orchidales",2014,"NE","Dendrobium denudans",0
"482","Dendrobium denudans","Orchidaceae","Orchidales",2015,"NE","Dendrobium denudans",0
"483","Dendrobium denudans","Orchidaceae","Orchidales",2016,"NE","Dendrobium denudans",2597.6
"484","Dendrobium denudans","Orchidaceae","Orchidales",2017,"NE","Dendrobium denudans",0
"485","Dendrobium denudans","Orchidaceae","Orchidales",2018,"NE","Dendrobium denudans",0
"486","Dendrobium denudans","Orchidaceae","Orchidales",2019,"NE","Dendrobium denudans",0
"487","Dendrobium denudans","Orchidaceae","Orchidales",2020,"NE","Dendrobium denudans",0
"488","Dendrobium eriiflorum","Orchidaceae","Orchidales",2000,"NE","Dendrobium eriiflorum",0
"489","Dendrobium eriiflorum","Orchidaceae","Orchidales",2001,"NE","Dendrobium eriiflorum",0
"490","Dendrobium eriiflorum","Orchidaceae","Orchidales",2002,"NE","Dendrobium eriiflorum",0
"491","Dendrobium eriiflorum","Orchidaceae","Orchidales",2003,"NE","Dendrobium eriiflorum",0
"492","Dendrobium eriiflorum","Orchidaceae","Orchidales",2004,"NE","Dendrobium eriiflorum",0
"493","Dendrobium eriiflorum","Orchidaceae","Orchidales",2005,"NE","Dendrobium eriiflorum",0
"494","Dendrobium eriiflorum","Orchidaceae","Orchidales",2006,"NE","Dendrobium eriiflorum",0
"495","Dendrobium eriiflorum","Orchidaceae","Orchidales",2007,"NE","Dendrobium eriiflorum",0
"496","Dendrobium eriiflorum","Orchidaceae","Orchidales",2008,"NE","Dendrobium eriiflorum",18990
"497","Dendrobium eriiflorum","Orchidaceae","Orchidales",2009,"NE","Dendrobium eriiflorum",5000
"498","Dendrobium eriiflorum","Orchidaceae","Orchidales",2010,"NE","Dendrobium eriiflorum",0
"499","Dendrobium eriiflorum","Orchidaceae","Orchidales",2011,"NE","Dendrobium eriiflorum",0
"500","Dendrobium eriiflorum","Orchidaceae","Orchidales",2012,"NE","Dendrobium eriiflorum",0
"501","Dendrobium eriiflorum","Orchidaceae","Orchidales",2013,"NE","Dendrobium eriiflorum",0
"502","Dendrobium eriiflorum","Orchidaceae","Orchidales",2014,"NE","Dendrobium eriiflorum",0
"503","Dendrobium eriiflorum","Orchidaceae","Orchidales",2015,"NE","Dendrobium eriiflorum",0
"504","Dendrobium eriiflorum","Orchidaceae","Orchidales",2016,"NE","Dendrobium eriiflorum",0
"505","Dendrobium eriiflorum","Orchidaceae","Orchidales",2017,"NE","Dendrobium eriiflorum",0
"506","Dendrobium eriiflorum","Orchidaceae","Orchidales",2018,"NE","Dendrobium eriiflorum",0
"507","Dendrobium eriiflorum","Orchidaceae","Orchidales",2019,"NE","Dendrobium eriiflorum",0
"508","Dendrobium eriiflorum","Orchidaceae","Orchidales",2020,"NE","Dendrobium eriiflorum",0
"509","Dendrobium fimbriatum","Orchidaceae","Orchidales",2000,"NE","Dendrobium fimbriatum",0
"510","Dendrobium fimbriatum","Orchidaceae","Orchidales",2001,"NE","Dendrobium fimbriatum",0
"511","Dendrobium fimbriatum","Orchidaceae","Orchidales",2002,"NE","Dendrobium fimbriatum",0
"512","Dendrobium fimbriatum","Orchidaceae","Orchidales",2003,"NE","Dendrobium fimbriatum",0
"513","Dendrobium fimbriatum","Orchidaceae","Orchidales",2004,"NE","Dendrobium fimbriatum",0
"514","Dendrobium fimbriatum","Orchidaceae","Orchidales",2005,"NE","Dendrobium fimbriatum",0
"515","Dendrobium fimbriatum","Orchidaceae","Orchidales",2006,"NE","Dendrobium fimbriatum",0
"516","Dendrobium fimbriatum","Orchidaceae","Orchidales",2007,"NE","Dendrobium fimbriatum",8000
"517","Dendrobium fimbriatum","Orchidaceae","Orchidales",2008,"NE","Dendrobium fimbriatum",0
"518","Dendrobium fimbriatum","Orchidaceae","Orchidales",2009,"NE","Dendrobium fimbriatum",0
"519","Dendrobium fimbriatum","Orchidaceae","Orchidales",2010,"NE","Dendrobium fimbriatum",0
"520","Dendrobium fimbriatum","Orchidaceae","Orchidales",2011,"NE","Dendrobium fimbriatum",0
"521","Dendrobium fimbriatum","Orchidaceae","Orchidales",2012,"NE","Dendrobium fimbriatum",0
"522","Dendrobium fimbriatum","Orchidaceae","Orchidales",2013,"NE","Dendrobium fimbriatum",0
"523","Dendrobium fimbriatum","Orchidaceae","Orchidales",2014,"NE","Dendrobium fimbriatum",0
"524","Dendrobium fimbriatum","Orchidaceae","Orchidales",2015,"NE","Dendrobium fimbriatum",0
"525","Dendrobium fimbriatum","Orchidaceae","Orchidales",2016,"NE","Dendrobium fimbriatum",0
"526","Dendrobium fimbriatum","Orchidaceae","Orchidales",2017,"NE","Dendrobium fimbriatum",0
"527","Dendrobium fimbriatum","Orchidaceae","Orchidales",2018,"NE","Dendrobium fimbriatum",0
"528","Dendrobium fimbriatum","Orchidaceae","Orchidales",2019,"NE","Dendrobium fimbriatum",0
"529","Dendrobium fimbriatum","Orchidaceae","Orchidales",2020,"NE","Dendrobium fimbriatum",0
"530","Dendrobium hercoglossum","Orchidaceae","Orchidales",2000,"NE","Dendrobium hercoglossum",0
"531","Dendrobium hercoglossum","Orchidaceae","Orchidales",2001,"NE","Dendrobium hercoglossum",0
"532","Dendrobium hercoglossum","Orchidaceae","Orchidales",2002,"NE","Dendrobium hercoglossum",0
"533","Dendrobium hercoglossum","Orchidaceae","Orchidales",2003,"NE","Dendrobium hercoglossum",0
"534","Dendrobium hercoglossum","Orchidaceae","Orchidales",2004,"NE","Dendrobium hercoglossum",0
"535","Dendrobium hercoglossum","Orchidaceae","Orchidales",2005,"NE","Dendrobium hercoglossum",0
"536","Dendrobium hercoglossum","Orchidaceae","Orchidales",2006,"NE","Dendrobium hercoglossum",0
"537","Dendrobium hercoglossum","Orchidaceae","Orchidales",2007,"NE","Dendrobium hercoglossum",7000
"538","Dendrobium hercoglossum","Orchidaceae","Orchidales",2008,"NE","Dendrobium hercoglossum",0
"539","Dendrobium hercoglossum","Orchidaceae","Orchidales",2009,"NE","Dendrobium hercoglossum",0
"540","Dendrobium hercoglossum","Orchidaceae","Orchidales",2010,"NE","Dendrobium hercoglossum",0
"541","Dendrobium hercoglossum","Orchidaceae","Orchidales",2011,"NE","Dendrobium hercoglossum",0
"542","Dendrobium hercoglossum","Orchidaceae","Orchidales",2012,"NE","Dendrobium hercoglossum",0
"543","Dendrobium hercoglossum","Orchidaceae","Orchidales",2013,"NE","Dendrobium hercoglossum",0
"544","Dendrobium hercoglossum","Orchidaceae","Orchidales",2014,"NE","Dendrobium hercoglossum",0
"545","Dendrobium hercoglossum","Orchidaceae","Orchidales",2015,"NE","Dendrobium hercoglossum",0
"546","Dendrobium hercoglossum","Orchidaceae","Orchidales",2016,"NE","Dendrobium hercoglossum",0
"547","Dendrobium hercoglossum","Orchidaceae","Orchidales",2017,"NE","Dendrobium hercoglossum",0
"548","Dendrobium hercoglossum","Orchidaceae","Orchidales",2018,"NE","Dendrobium hercoglossum",0
"549","Dendrobium hercoglossum","Orchidaceae","Orchidales",2019,"NE","Dendrobium hercoglossum",0
"550","Dendrobium hercoglossum","Orchidaceae","Orchidales",2020,"NE","Dendrobium hercoglossum",0
"551","Dendrobium nobile","Orchidaceae","Orchidales",2000,"NE","Dendrobium nobile",0
"552","Dendrobium nobile","Orchidaceae","Orchidales",2001,"NE","Dendrobium nobile",416731.8
"553","Dendrobium nobile","Orchidaceae","Orchidales",2002,"NE","Dendrobium nobile",13752
"554","Dendrobium nobile","Orchidaceae","Orchidales",2003,"NE","Dendrobium nobile",36000
"555","Dendrobium nobile","Orchidaceae","Orchidales",2004,"NE","Dendrobium nobile",0
"556","Dendrobium nobile","Orchidaceae","Orchidales",2005,"NE","Dendrobium nobile",0
"557","Dendrobium nobile","Orchidaceae","Orchidales",2006,"NE","Dendrobium nobile",23489.05
"558","Dendrobium nobile","Orchidaceae","Orchidales",2007,"NE","Dendrobium nobile",4000
"559","Dendrobium nobile","Orchidaceae","Orchidales",2008,"NE","Dendrobium nobile",0
"560","Dendrobium nobile","Orchidaceae","Orchidales",2009,"NE","Dendrobium nobile",0
"561","Dendrobium nobile","Orchidaceae","Orchidales",2010,"NE","Dendrobium nobile",0
"562","Dendrobium nobile","Orchidaceae","Orchidales",2011,"NE","Dendrobium nobile",0
"563","Dendrobium nobile","Orchidaceae","Orchidales",2012,"NE","Dendrobium nobile",0
"564","Dendrobium nobile","Orchidaceae","Orchidales",2013,"NE","Dendrobium nobile",0
"565","Dendrobium nobile","Orchidaceae","Orchidales",2014,"NE","Dendrobium nobile",0
"566","Dendrobium nobile","Orchidaceae","Orchidales",2015,"NE","Dendrobium nobile",0
"567","Dendrobium nobile","Orchidaceae","Orchidales",2016,"NE","Dendrobium nobile",3675.2
"568","Dendrobium nobile","Orchidaceae","Orchidales",2017,"NE","Dendrobium nobile",0
"569","Dendrobium nobile","Orchidaceae","Orchidales",2018,"NE","Dendrobium nobile",0
"570","Dendrobium nobile","Orchidaceae","Orchidales",2019,"NE","Dendrobium nobile",0
"571","Dendrobium nobile","Orchidaceae","Orchidales",2020,"NE","Dendrobium nobile",0
"572","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2000,"NE","Dendrolirium lasiopetalum",0
"573","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2001,"NE","Dendrolirium lasiopetalum",0.019
"574","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2002,"NE","Dendrolirium lasiopetalum",0
"575","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2003,"NE","Dendrolirium lasiopetalum",0
"576","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2004,"NE","Dendrolirium lasiopetalum",0
"577","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2005,"NE","Dendrolirium lasiopetalum",0
"578","Dendrolirium lasiopetalum","Orchidaceae","Orchidales",2006,"NE","Dendrolirium lasiopetalum",0
