Trade purpose,Taxon,Family,Order,Order (APG V),
Products,Euphorbia resinifera,Euphorbiaceae,Euphorbiales,Malpighiales,
Products,Ferocactus latispinus,Cactaceae,Caryophyllales,Caryophyllales,
Products,Gastrodia elata,Orchidaceae,Orchidales,Asparagales,
Products,Gonystylus bancanus,Thymelaeaceae,Myrtales,Malvales,
Products,Guaiacum sanctum,Zygophyllaceae,Sapindales,Zygophyllales,
Products,Gyrinops versteegii,Thymelaeaceae,Myrtales,Malvales,
Products,Hoodia gordonii,Apocynaceae,Gentianales,Gentianales,
Products,Hydrastis canadensis,Ranunculaceae,Ranunculales,Ranunculales,
Products,Hylocereus undatus,Cactaceae,Caryophyllales,Caryophyllales,
Products,Lemurophoenix halleuxii,Palmae,Arecales,Arecales,
Products,Lodoicea maldivica,Palmae,Arecales,Arecales,
Products,Marojejya darianii,Palmae,Arecales,Arecales,
Products,Myrtillocactus geometrizans,Cactaceae,Caryophyllales,Caryophyllales,
Products,Nardostachys grandiflora,Valerianaceae,Dipsacales,Dipsacales,
Products,Nepenthes masoalensis,Nepenthaceae,Nepenthales,Caryophyllales,
Products,Nervilia fordii,Orchidaceae,Orchidales,Asparagales,
Products,Opuntia cochenillifera,Cactaceae,Caryophyllales,Caryophyllales,
Products,Opuntia ficus-indica,Cactaceae,Caryophyllales,Caryophyllales,
Products,Opuntia robusta,Cactaceae,Caryophyllales,Caryophyllales,
Products,Opuntia streptacantha,Cactaceae,Caryophyllales,Caryophyllales,
Products,Osyris lanceolata,Santalaceae,Santanales,Santanales,
Products,Panax ginseng,Araliaceae,Apiales,Apiales,
Products,Panax quinquefolius,Araliaceae,Apiales,Apiales,
Products,Picrorhiza kurrooa,Scrophulariaceae,Scrophulariales,Lamiales,
Products,Podophyllum hexandrum,Berberidaceae,Ranunculales,Ranunculales,
Products,Prunus africana,Rosaceae,Rosales,Rosales,
Products,Rauvolfia serpentina,Apocynaceae,Gentianales,Gentianales,
Products,Ravenea rivularis,Palmae,Arecales,Arecales,
Products,Sarracenia purpurea,Sarraceniaceae,Nepenthales,Ericales,
Products,Satranala decussilvae,Palmae,Arecales,Arecales,
Products,Selenicereus grandiflorus,Cactaceae,Caryophyllales,Caryophyllales,
Products,Sphaeropteris glauca,Cyatheaceae,Cyatheales,Cyatheales,
Products,Stenocereus dumortieri,Cactaceae,Caryophyllales,Caryophyllales,
Products,Stenocereus queretaroensis,Cactaceae,Caryophyllales,Caryophyllales,
Products,Swietenia macrophylla,Meliaceae,Sapindales,Sapindales,
Products,Taxus cuspidata,Taxaceae,Pinales,Cupressales,
Products,Taxus wallichiana,Taxaceae,Pinales,Cupressales,
Products,Thrixspermum centipeda,Orchidaceae,Orchidales,Asparagales,
Timber,Aloe ferox,Liliaceae,Liliales,Liliales,
Timber,Aquilaria crassna,Thymelaeaceae,Myrtales,Malvales,
Timber,Aquilaria filaria,Thymelaeaceae,Myrtales,Malvales,
Timber,Aquilaria malaccensis,Thymelaeaceae,Myrtales,Malvales,
Timber,Aquilaria microcarpa,Thymelaeaceae,Myrtales,Malvales,
Timber,Bulnesia sarmientoi,Zygophyllaceae,Sapindales,Zygophyllales,
Timber,Carnegiea gigantea,Cactaceae,Caryophyllales,Caryophyllales,
Timber,Caryocar costaricense,Caryocaraceae,Theales,Malpighiales,
Timber,Cedrela angustifolia,Meliaceae,Sapindales,Sapindales,
Timber,Cedrela fissilis,Meliaceae,Sapindales,Sapindales,
Timber,Cedrela odorata,Meliaceae,Sapindales,Sapindales,
Timber,Cylindropuntia cholla,Cactaceae,Caryophyllales,Caryophyllales,
Timber,Dalbergia bariensis,Leguminosae,Fabales,Fabales,
Timber,Dalbergia calderonii,Leguminosae,Fabales,Fabales,
Timber,Dalbergia cochinchinensis,Leguminosae,Fabales,Fabales,
Timber,Dalbergia granadillo,Leguminosae,Fabales,Fabales,
Timber,Dalbergia lactea,Leguminosae,Fabales,Fabales,
Timber,Dalbergia latifolia,Leguminosae,Fabales,Fabales,
Timber,Dalbergia melanoxylon,Leguminosae,Fabales,Fabales,
Timber,Dalbergia nigra,Leguminosae,Fabales,Fabales,
Timber,Dalbergia oliveri,Leguminosae,Fabales,Fabales,
Timber,Dalbergia retusa,Leguminosae,Fabales,Fabales,
Timber,Dalbergia sissoo,Leguminosae,Fabales,Fabales,
Timber,Dalbergia stevensonii,Leguminosae,Fabales,Fabales,
Timber,Dalbergia tucurensis,Leguminosae,Fabales,Fabales,
Timber,Diospyros mcphersonii,Ebenaceae,Ebenales,Ericales,
Timber,Dipteryx panamensis,Leguminosae,Fabales,Fabales,
Timber,Fitzroya cupressoides,Cupressaceae,Pinales,Cupressales,
Timber,Fraxinus mandshurica,Oleaceae,Lamiales,Lamiales,
Timber,Gonystylus bancanus,Thymelaeaceae,Myrtales,Malvales,
Timber,Gonystylus macrophyllus,Thymelaeaceae,Myrtales,Malvales,
Timber,Guaiacum coulteri,Zygophyllaceae,Sapindales,Zygophyllales,
Timber,Guaiacum officinale,Zygophyllaceae,Sapindales,Zygophyllales,
Timber,Guaiacum sanctum,Zygophyllaceae,Sapindales,Zygophyllales,
Timber,Guibourtia demeusei,Leguminosae,Fabales,Fabales,
Timber,Guibourtia pellegriniana,Leguminosae,Fabales,Fabales,
Timber,Guibourtia tessmannii,Leguminosae,Fabales,Fabales,
Timber,Gyrinops caudata,Thymelaeaceae,Myrtales,Malvales,
Timber,Gyrinops ledermanii,Thymelaeaceae,Myrtales,Malvales,
Timber,Gyrinops versteegii,Thymelaeaceae,Myrtales,Malvales,
Timber,Osyris lanceolata,Santalaceae,Santanales,Santanales,
Timber,Paubrasilia echinata,Leguminosae,Fabales,Fabales,
Timber,Pericopsis elata,Leguminosae,Fabales,Fabales,
Timber,Pinus koraiensis,Pinaceae,Pinales,Pinales,
Timber,Platymiscium parviflorum,Leguminosae,Fabales,Fabales,
Timber,Pterocarpus erinaceus,Leguminosae,Fabales,Fabales,
Timber,Pterocarpus santalinus,Leguminosae,Fabales,Fabales,
Timber,Pterocarpus tinctorius,Leguminosae,Fabales,Fabales,
Timber,Quercus mongolica,Fagaceae,Fagales,Fagales,
Timber,Swietenia humilis,Meliaceae,Sapindales,Sapindales,
Timber,Swietenia macrophylla,Meliaceae,Sapindales,Sapindales,
Timber,Swietenia mahagoni,Meliaceae,Sapindales,Sapindales,
Timber,Taxus cuspidata,Taxaceae,Pinales,Cupressales,
