"","Taxon","Family","Order","Vol_Unit","Importer","Exporter","Year","Vol","Volume"
"1314","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2010,,0
"1315","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2011,11.009375,11.009375
"1316","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2012,,0
"1317","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2013,,0
"1318","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2014,,0
"1319","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2015,,0
"1320","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2016,,0
"1321","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2017,,0
"1322","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2018,,0
"1323","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2019,,0
"1324","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","IN",2020,,0
"1325","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2000,,0
"1326","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2001,,0
"1327","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2002,,0
"1328","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2003,,0
"1329","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2004,,0
"1330","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2005,,0
"1331","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2006,,0
"1332","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2007,,0
"1333","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2008,0.103125,0.103125
"1334","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2009,,0
"1335","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2010,0.348375,0.348375
"1336","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2011,0.015625,0.015625
"1337","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2012,,0
"1338","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2013,,0
"1339","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2014,0.05,0.05
"1340","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2015,,0
"1341","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2016,0.059375,0.059375
"1342","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2017,,0
"1343","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2018,,0
"1344","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2019,,0
"1345","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","MY",2020,,0
"1346","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2000,,0
"1347","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2001,,0
"1348","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2002,,0
"1349","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2003,,0
"1350","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2004,,0
"1351","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2005,,0
"1352","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2006,,0
"1353","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2007,,0
"1354","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2008,,0
"1355","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2009,,0
"1356","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2010,,0
"1357","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2011,,0
"1358","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2012,,0
"1359","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2013,,0
"1360","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2014,,0
"1361","Aquilaria malaccensis","Thymelaeaceae","Myrtales","m3","KW","SG",2015,,0
