"","Taxon","Family","Order","Vol_Unit","Importer","Exporter","Year","Vol","Volume"
"4438","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2009,,0
"4439","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2010,,0
"4440","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2011,,0
"4441","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2012,,0
"4442","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2013,,0
"4443","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2014,,0
"4444","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2015,,0
"4445","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2016,,0
"4446","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2017,,0
"4447","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2018,,0
"4448","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2019,,0
"4449","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AT","ID",2020,,0
"4450","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2001,,0
"4451","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2002,,0
"4452","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2003,,0
"4453","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2004,,0
"4454","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2005,,0
"4455","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2006,,0
"4456","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2007,198.5,198.5
"4457","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2008,10.5,10.5
"4458","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2009,,0
"4459","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2010,,0
"4460","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2011,3.02,3.02
"4461","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2012,7.38,7.38
"4462","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2013,2.4235,2.4235
"4463","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2014,2.481,2.481
"4464","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2015,6.85,6.85
"4465","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2016,,0
"4466","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2017,,0
"4467","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2018,,0
"4468","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2019,,0
"4469","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","MY",2020,,0
"4470","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2001,,0
"4471","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2002,,0
"4472","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2003,,0
"4473","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2004,,0
"4474","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2005,,0
"4475","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2006,,0
"4476","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2007,22.37,22.37
"4477","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2008,,0
"4478","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2009,,0
"4479","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2010,,0
"4480","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2011,,0
"4481","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2012,,0
"4482","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2013,,0
"4483","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2014,,0
"4484","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2015,,0
"4485","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2016,,0
"4486","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2017,,0
"4487","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2018,,0
"4488","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2019,,0
"4489","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","AU","XX",2020,,0
"4490","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2001,,0
"4491","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2002,,0
"4492","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2003,,0
"4493","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2004,9.623,9.623
"4494","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2005,,0
"4495","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2006,,0
"4496","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2007,,0
"4497","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2008,,0
"4498","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2009,,0
"4499","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2010,,0
"4500","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2011,,0
"4501","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2012,,0
"4502","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2013,,0
"4503","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2014,,0
"4504","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2015,,0
"4505","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2016,,0
"4506","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2017,,0
"4507","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2018,,0
"4508","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2019,,0
"4509","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","ID",2020,,0
"4510","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2001,276.621538461538,276.621538461538
"4511","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2002,,0
"4512","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2003,,0
"4513","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2004,,0
"4514","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2005,,0
"4515","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2006,66.992,66.992
"4516","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2007,62.549,62.549
"4517","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2008,,0
"4518","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2009,,0
"4519","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2010,,0
"4520","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2011,,0
"4521","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2012,,0
"4522","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2013,,0
"4523","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2014,,0
"4524","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2015,,0
"4525","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2016,,0
"4526","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2017,,0
"4527","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2018,,0
"4528","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2019,,0
"4529","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","BE","MY",2020,,0
"4530","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2001,,0
"4531","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2002,,0
"4532","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2003,,0
"4533","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2004,,0
"4534","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2005,,0
"4535","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2006,,0
"4536","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2007,,0
"4537","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2008,101.299,101.299
"4538","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2009,,0
"4539","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2010,,0
"4540","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2011,,0
"4541","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2012,,0
"4542","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2013,,0
"4543","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2014,,0
"4544","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2015,,0
"4545","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2016,,0
"4546","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2017,,0
"4547","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2018,,0
"4548","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2019,,0
"4549","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CA","MY",2020,,0
"4550","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2001,,0
"4551","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2002,,0
"4552","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2003,,0
"4553","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2004,,0
"4554","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2005,,0
"4555","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2006,44.457,44.457
"4556","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2007,20.834,20.834
"4557","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2008,39.9,39.9
"4558","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2009,17.59,17.59
"4559","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2010,36.161,36.161
"4560","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2011,17.472,17.472
"4561","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2012,31.444,31.444
"4562","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2013,,0
"4563","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2014,,0
"4564","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2015,,0
"4565","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2016,,0
"4566","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2017,,0
"4567","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2018,,0
"4568","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2019,,0
"4569","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CH","MY",2020,,0
"4570","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2001,502.537,502.537
"4571","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2002,,0
"4572","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2003,,0
"4573","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2004,,0
"4574","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2005,,0
"4575","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2006,,0
"4576","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2007,,0
"4577","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2008,,0
"4578","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2009,,0
"4579","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2010,,0
"4580","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2011,,0
"4581","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2012,,0
"4582","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2013,,0
"4583","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2014,,0
"4584","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2015,,0
"4585","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2016,,0
"4586","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2017,,0
"4587","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2018,,0
"4588","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2019,,0
"4589","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","HK",2020,,0
"4590","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2001,1135.327,1135.327
"4591","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2002,7775.263,7775.263
"4592","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2003,4080.088,4080.088
"4593","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2004,1810.603,1810.603
"4594","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2005,3234.282,3234.282
"4595","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2006,1080.817,1080.817
"4596","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2007,28.965,28.965
"4597","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2008,112.195,112.195
"4598","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2009,,0
"4599","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2010,,0
"4600","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2011,,0
"4601","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2012,,0
"4602","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2013,,0
"4603","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2014,,0
"4604","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2015,,0
"4605","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2016,,0
"4606","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2017,,0
"4607","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2018,,0
"4608","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2019,,0
"4609","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","MY",2020,,0
"4610","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2001,62.05,62.05
"4611","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2002,,0
"4612","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2003,,0
"4613","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2004,,0
"4614","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2005,,0
"4615","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2006,,0
"4616","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2007,,0
"4617","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2008,,0
"4618","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2009,,0
"4619","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2010,,0
"4620","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2011,,0
"4621","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2012,,0
"4622","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2013,,0
"4623","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2014,,0
"4624","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2015,,0
"4625","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2016,,0
"4626","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2017,,0
"4627","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2018,,0
"4628","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2019,,0
"4629","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","SG",2020,,0
"4630","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2001,,0
"4631","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2002,,0
"4632","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2003,112,112
"4633","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2004,,0
"4634","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2005,,0
"4635","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2006,,0
"4636","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2007,,0
"4637","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2008,,0
"4638","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2009,,0
"4639","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2010,,0
"4640","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2011,,0
"4641","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2012,,0
"4642","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2013,,0
"4643","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2014,,0
"4644","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2015,,0
"4645","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2016,,0
"4646","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2017,,0
"4647","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2018,,0
"4648","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2019,,0
"4649","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","CN","TW",2020,,0
"4650","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2001,,0
"4651","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2002,,0
"4652","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2003,,0
"4653","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2004,,0
"4654","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2005,,0
"4655","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2006,,0
"4656","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2007,,0
"4657","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2008,,0
"4658","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2009,,0
"4659","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2010,36.4944,36.4944
"4660","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2011,,0
"4661","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2012,,0
"4662","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2013,,0
"4663","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2014,,0
"4664","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2015,,0
"4665","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2016,,0
"4666","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2017,,0
"4667","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2018,,0
"4668","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2019,,0
"4669","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","ID",2020,,0
"4670","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2001,,0
"4671","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2002,,0
"4672","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2003,,0
"4673","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2004,,0
"4674","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2005,,0
"4675","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2006,518.133,518.133
"4676","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2007,507.904,507.904
"4677","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2008,848.473,848.473
"4678","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2009,346.2923,346.2923
"4679","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2010,203.1901,203.1901
"4680","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2011,93.7159,93.7159
"4681","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2012,46.7812,46.7812
"4682","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2013,22.932,22.932
"4683","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2014,91.8514,91.8514
"4684","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2015,,0
"4685","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2016,,0
"4686","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2017,,0
"4687","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2018,,0
"4688","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2019,,0
"4689","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DE","MY",2020,,0
"4690","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2001,,0
"4691","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2002,,0
"4692","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2003,,0
"4693","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2004,,0
"4694","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2005,53.979,53.979
"4695","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2006,97.0852,97.0852
"4696","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2007,,0
"4697","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2008,,0
"4698","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2009,19,19
"4699","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2010,21,21
"4700","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2011,20,20
"4701","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2012,,0
"4702","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2013,,0
"4703","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2014,,0
"4704","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2015,,0
"4705","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2016,,0
"4706","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2017,,0
"4707","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2018,,0
"4708","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2019,,0
"4709","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","ID",2020,,0
"4710","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2001,,0
"4711","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2002,,0
"4712","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2003,,0
"4713","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2004,,0
"4714","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2005,,0
"4715","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2006,266.193,266.193
"4716","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2007,164.662,164.662
"4717","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2008,122.825,122.825
"4718","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2009,32,32
"4719","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2010,16,16
"4720","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2011,20.511,20.511
"4721","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2012,,0
"4722","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2013,,0
"4723","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2014,,0
"4724","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2015,,0
"4725","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2016,,0
"4726","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2017,,0
"4727","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2018,,0
"4728","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2019,,0
"4729","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","DK","MY",2020,,0
"4730","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","ES","ID",2001,,0
"4731","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","ES","ID",2002,170.244461538462,170.244461538462
"4732","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","ES","ID",2003,39.075,39.075
"4733","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","ES","ID",2004,,0
"4734","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3","ES","ID",2005,,0
