"","Taxon","Family","Order","Vol_Unit","Year","Clean_code","IUCNName","Threat","Volume"
"375","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2012,"EN","Fitzroya cupressoides","threatened",0
"376","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2013,"EN","Fitzroya cupressoides","threatened",0
"377","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2014,"EN","Fitzroya cupressoides","threatened",0
"378","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2015,"EN","Fitzroya cupressoides","threatened",0
"379","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2016,"EN","Fitzroya cupressoides","threatened",0
"380","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2017,"EN","Fitzroya cupressoides","threatened",0
"381","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2018,"EN","Fitzroya cupressoides","threatened",0
"382","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2019,"EN","Fitzroya cupressoides","threatened",0
"383","Fitzroya cupressoides","Cupressaceae","Pinales","m3",2020,"EN","Fitzroya cupressoides","threatened",0
"384","Fraxinus mandshurica","Oleaceae","Lamiales","m3",2014,"NE","Fraxinus mandshurica","not threatened",116978.613
"385","Fraxinus mandshurica","Oleaceae","Lamiales","m3",2015,"NE","Fraxinus mandshurica","not threatened",239061.874
"386","Fraxinus mandshurica","Oleaceae","Lamiales","m3",2016,"NE","Fraxinus mandshurica","not threatened",293037.68843
"387","Fraxinus mandshurica","Oleaceae","Lamiales","m3",2017,"NE","Fraxinus mandshurica","not threatened",254084.1017
"388","Fraxinus mandshurica","Oleaceae","Lamiales","m3",2018,"LC","Fraxinus mandshurica","not threatened",190171.5243
"389","Fraxinus mandshurica","Oleaceae","Lamiales","m3",2019,"LC","Fraxinus mandshurica","not threatened",171554.7853
"390","Fraxinus mandshurica","Oleaceae","Lamiales","m3",2020,"LC","Fraxinus mandshurica","not threatened",102965.278
"391","Gonystylus bancanus","Thymelaeaceae","Myrtales","m3",2001,"VU","Gonystylus bancanus","threatened",3031.45715384615
