"","Taxon","Family","order_new","Year","Clean_code","IUCNName","n"
"6276","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2013,"NE","Dendrobium gratiosissimum",0
"6277","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2014,"NE","Dendrobium gratiosissimum",0
"6278","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2015,"NE","Dendrobium gratiosissimum",0
"6279","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2016,"NE","Dendrobium gratiosissimum",0
"6280","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2017,"NE","Dendrobium gratiosissimum",0
"6281","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2018,"NE","Dendrobium gratiosissimum",0
"6282","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2019,"NE","Dendrobium gratiosissimum",0
"6283","Dendrobium gratiosissimum","Orchidaceae","Asparagales",2020,"NE","Dendrobium gratiosissimum",0
"6284","Dendrobium hancockii","Orchidaceae","Asparagales",2000,"NE","Dendrobium hancockii",0
"6285","Dendrobium hancockii","Orchidaceae","Asparagales",2001,"NE","Dendrobium hancockii",0
"6286","Dendrobium hancockii","Orchidaceae","Asparagales",2002,"NE","Dendrobium hancockii",0
"6287","Dendrobium hancockii","Orchidaceae","Asparagales",2003,"NE","Dendrobium hancockii",3
"6288","Dendrobium hancockii","Orchidaceae","Asparagales",2004,"NE","Dendrobium hancockii",0
"6289","Dendrobium hancockii","Orchidaceae","Asparagales",2005,"NE","Dendrobium hancockii",0
"6290","Dendrobium hancockii","Orchidaceae","Asparagales",2006,"NE","Dendrobium hancockii",0
"6291","Dendrobium hancockii","Orchidaceae","Asparagales",2007,"NE","Dendrobium hancockii",0
"6292","Dendrobium hancockii","Orchidaceae","Asparagales",2008,"NE","Dendrobium hancockii",0
"6293","Dendrobium hancockii","Orchidaceae","Asparagales",2009,"NE","Dendrobium hancockii",0
"6294","Dendrobium hancockii","Orchidaceae","Asparagales",2010,"NE","Dendrobium hancockii",0
"6295","Dendrobium hancockii","Orchidaceae","Asparagales",2011,"NE","Dendrobium hancockii",0
"6296","Dendrobium hancockii","Orchidaceae","Asparagales",2012,"NE","Dendrobium hancockii",0
"6297","Dendrobium hancockii","Orchidaceae","Asparagales",2013,"NE","Dendrobium hancockii",0
"6298","Dendrobium hancockii","Orchidaceae","Asparagales",2014,"NE","Dendrobium hancockii",0
"6299","Dendrobium hancockii","Orchidaceae","Asparagales",2015,"NE","Dendrobium hancockii",0
"6300","Dendrobium hancockii","Orchidaceae","Asparagales",2016,"NE","Dendrobium hancockii",0
"6301","Dendrobium hancockii","Orchidaceae","Asparagales",2017,"NE","Dendrobium hancockii",0
"6302","Dendrobium hancockii","Orchidaceae","Asparagales",2018,"NE","Dendrobium hancockii",0
"6303","Dendrobium hancockii","Orchidaceae","Asparagales",2019,"NE","Dendrobium hancockii",0
"6304","Dendrobium hancockii","Orchidaceae","Asparagales",2020,"NE","Dendrobium hancockii",0
"6305","Dendrobium harveyanum","Orchidaceae","Asparagales",2000,"NE","Dendrobium harveyanum",50
"6306","Dendrobium harveyanum","Orchidaceae","Asparagales",2001,"NE","Dendrobium harveyanum",0
"6307","Dendrobium harveyanum","Orchidaceae","Asparagales",2002,"NE","Dendrobium harveyanum",200
"6308","Dendrobium harveyanum","Orchidaceae","Asparagales",2003,"NE","Dendrobium harveyanum",130
"6309","Dendrobium harveyanum","Orchidaceae","Asparagales",2004,"NE","Dendrobium harveyanum",0
"6310","Dendrobium harveyanum","Orchidaceae","Asparagales",2005,"NE","Dendrobium harveyanum",0
"6311","Dendrobium harveyanum","Orchidaceae","Asparagales",2006,"NE","Dendrobium harveyanum",0
"6312","Dendrobium harveyanum","Orchidaceae","Asparagales",2007,"NE","Dendrobium harveyanum",0
"6313","Dendrobium harveyanum","Orchidaceae","Asparagales",2008,"NE","Dendrobium harveyanum",0
"6314","Dendrobium harveyanum","Orchidaceae","Asparagales",2009,"NE","Dendrobium harveyanum",0
"6315","Dendrobium harveyanum","Orchidaceae","Asparagales",2010,"NE","Dendrobium harveyanum",0
"6316","Dendrobium harveyanum","Orchidaceae","Asparagales",2011,"NE","Dendrobium harveyanum",0
"6317","Dendrobium harveyanum","Orchidaceae","Asparagales",2012,"NE","Dendrobium harveyanum",0
"6318","Dendrobium harveyanum","Orchidaceae","Asparagales",2013,"NE","Dendrobium harveyanum",0
"6319","Dendrobium harveyanum","Orchidaceae","Asparagales",2014,"NE","Dendrobium harveyanum",0
"6320","Dendrobium harveyanum","Orchidaceae","Asparagales",2015,"NE","Dendrobium harveyanum",0
"6321","Dendrobium harveyanum","Orchidaceae","Asparagales",2016,"NE","Dendrobium harveyanum",0
"6322","Dendrobium harveyanum","Orchidaceae","Asparagales",2017,"NE","Dendrobium harveyanum",0
"6323","Dendrobium harveyanum","Orchidaceae","Asparagales",2018,"NE","Dendrobium harveyanum",0
"6324","Dendrobium harveyanum","Orchidaceae","Asparagales",2019,"NE","Dendrobium harveyanum",0
"6325","Dendrobium harveyanum","Orchidaceae","Asparagales",2020,"NE","Dendrobium harveyanum",0
"6326","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2000,"NE","Dendrobium hemimelanoglossum",0
"6327","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2001,"NE","Dendrobium hemimelanoglossum",0
"6328","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2002,"NE","Dendrobium hemimelanoglossum",0
"6329","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2003,"NE","Dendrobium hemimelanoglossum",0
"6330","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2004,"NE","Dendrobium hemimelanoglossum",20
"6331","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2005,"NE","Dendrobium hemimelanoglossum",0
"6332","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2006,"NE","Dendrobium hemimelanoglossum",0
"6333","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2007,"NE","Dendrobium hemimelanoglossum",0
"6334","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2008,"NE","Dendrobium hemimelanoglossum",0
"6335","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2009,"NE","Dendrobium hemimelanoglossum",0
"6336","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2010,"NE","Dendrobium hemimelanoglossum",0
"6337","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2011,"NE","Dendrobium hemimelanoglossum",0
"6338","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2012,"NE","Dendrobium hemimelanoglossum",0
"6339","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2013,"NE","Dendrobium hemimelanoglossum",0
"6340","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2014,"NE","Dendrobium hemimelanoglossum",0
"6341","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2015,"NE","Dendrobium hemimelanoglossum",0
"6342","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2016,"NE","Dendrobium hemimelanoglossum",0
"6343","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2017,"NE","Dendrobium hemimelanoglossum",0
"6344","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2018,"NE","Dendrobium hemimelanoglossum",0
"6345","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2019,"NE","Dendrobium hemimelanoglossum",0
"6346","Dendrobium hemimelanoglossum","Orchidaceae","Asparagales",2020,"NE","Dendrobium hemimelanoglossum",0
"6347","Dendrobium hercoglossum","Orchidaceae","Asparagales",2000,"NE","Dendrobium hercoglossum",0
"6348","Dendrobium hercoglossum","Orchidaceae","Asparagales",2001,"NE","Dendrobium hercoglossum",100
"6349","Dendrobium hercoglossum","Orchidaceae","Asparagales",2002,"NE","Dendrobium hercoglossum",100
"6350","Dendrobium hercoglossum","Orchidaceae","Asparagales",2003,"NE","Dendrobium hercoglossum",103
"6351","Dendrobium hercoglossum","Orchidaceae","Asparagales",2004,"NE","Dendrobium hercoglossum",0
"6352","Dendrobium hercoglossum","Orchidaceae","Asparagales",2005,"NE","Dendrobium hercoglossum",20
"6353","Dendrobium hercoglossum","Orchidaceae","Asparagales",2006,"NE","Dendrobium hercoglossum",0
"6354","Dendrobium hercoglossum","Orchidaceae","Asparagales",2007,"NE","Dendrobium hercoglossum",0
"6355","Dendrobium hercoglossum","Orchidaceae","Asparagales",2008,"NE","Dendrobium hercoglossum",0
"6356","Dendrobium hercoglossum","Orchidaceae","Asparagales",2009,"NE","Dendrobium hercoglossum",0
"6357","Dendrobium hercoglossum","Orchidaceae","Asparagales",2010,"NE","Dendrobium hercoglossum",0
"6358","Dendrobium hercoglossum","Orchidaceae","Asparagales",2011,"NE","Dendrobium hercoglossum",0
"6359","Dendrobium hercoglossum","Orchidaceae","Asparagales",2012,"NE","Dendrobium hercoglossum",0
"6360","Dendrobium hercoglossum","Orchidaceae","Asparagales",2013,"NE","Dendrobium hercoglossum",0
"6361","Dendrobium hercoglossum","Orchidaceae","Asparagales",2014,"NE","Dendrobium hercoglossum",0
"6362","Dendrobium hercoglossum","Orchidaceae","Asparagales",2015,"NE","Dendrobium hercoglossum",0
"6363","Dendrobium hercoglossum","Orchidaceae","Asparagales",2016,"NE","Dendrobium hercoglossum",0
"6364","Dendrobium hercoglossum","Orchidaceae","Asparagales",2017,"NE","Dendrobium hercoglossum",0
"6365","Dendrobium hercoglossum","Orchidaceae","Asparagales",2018,"NE","Dendrobium hercoglossum",0
"6366","Dendrobium hercoglossum","Orchidaceae","Asparagales",2019,"NE","Dendrobium hercoglossum",0
"6367","Dendrobium hercoglossum","Orchidaceae","Asparagales",2020,"NE","Dendrobium hercoglossum",0
"6368","Dendrobium infundibulum","Orchidaceae","Asparagales",2000,"NE","Dendrobium infundibulum",0
"6369","Dendrobium infundibulum","Orchidaceae","Asparagales",2001,"NE","Dendrobium infundibulum",91
"6370","Dendrobium infundibulum","Orchidaceae","Asparagales",2002,"NE","Dendrobium infundibulum",0
"6371","Dendrobium infundibulum","Orchidaceae","Asparagales",2003,"NE","Dendrobium infundibulum",482
"6372","Dendrobium infundibulum","Orchidaceae","Asparagales",2004,"NE","Dendrobium infundibulum",177
"6373","Dendrobium infundibulum","Orchidaceae","Asparagales",2005,"NE","Dendrobium infundibulum",0
"6374","Dendrobium infundibulum","Orchidaceae","Asparagales",2006,"NE","Dendrobium infundibulum",0
"6375","Dendrobium infundibulum","Orchidaceae","Asparagales",2007,"NE","Dendrobium infundibulum",0
"6376","Dendrobium infundibulum","Orchidaceae","Asparagales",2008,"NE","Dendrobium infundibulum",0
"6377","Dendrobium infundibulum","Orchidaceae","Asparagales",2009,"NE","Dendrobium infundibulum",0
"6378","Dendrobium infundibulum","Orchidaceae","Asparagales",2010,"NE","Dendrobium infundibulum",0
"6379","Dendrobium infundibulum","Orchidaceae","Asparagales",2011,"NE","Dendrobium infundibulum",0
"6380","Dendrobium infundibulum","Orchidaceae","Asparagales",2012,"NE","Dendrobium infundibulum",0
"6381","Dendrobium infundibulum","Orchidaceae","Asparagales",2013,"NE","Dendrobium infundibulum",0
"6382","Dendrobium infundibulum","Orchidaceae","Asparagales",2014,"NE","Dendrobium infundibulum",0
"6383","Dendrobium infundibulum","Orchidaceae","Asparagales",2015,"NE","Dendrobium infundibulum",0
"6384","Dendrobium infundibulum","Orchidaceae","Asparagales",2016,"NE","Dendrobium infundibulum",0
"6385","Dendrobium infundibulum","Orchidaceae","Asparagales",2017,"NE","Dendrobium infundibulum",0
"6386","Dendrobium infundibulum","Orchidaceae","Asparagales",2018,"NE","Dendrobium infundibulum",0
"6387","Dendrobium infundibulum","Orchidaceae","Asparagales",2019,"NE","Dendrobium infundibulum",0
"6388","Dendrobium infundibulum","Orchidaceae","Asparagales",2020,"NE","Dendrobium infundibulum",0
"6389","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2000,"NE","Dendrobium kentrophyllum",0
"6390","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2001,"NE","Dendrobium kentrophyllum",0
"6391","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2002,"NE","Dendrobium kentrophyllum",0
"6392","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2003,"NE","Dendrobium kentrophyllum",20
"6393","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2004,"NE","Dendrobium kentrophyllum",1
"6394","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2005,"NE","Dendrobium kentrophyllum",0
"6395","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2006,"NE","Dendrobium kentrophyllum",0
"6396","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2007,"NE","Dendrobium kentrophyllum",0
"6397","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2008,"NE","Dendrobium kentrophyllum",0
"6398","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2009,"NE","Dendrobium kentrophyllum",0
"6399","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2010,"NE","Dendrobium kentrophyllum",0
"6400","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2011,"NE","Dendrobium kentrophyllum",0
"6401","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2012,"NE","Dendrobium kentrophyllum",0
"6402","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2013,"NE","Dendrobium kentrophyllum",0
"6403","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2014,"NE","Dendrobium kentrophyllum",0
"6404","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2015,"NE","Dendrobium kentrophyllum",0
"6405","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2016,"NE","Dendrobium kentrophyllum",0
"6406","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2017,"NE","Dendrobium kentrophyllum",0
"6407","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2018,"NE","Dendrobium kentrophyllum",0
"6408","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2019,"NE","Dendrobium kentrophyllum",0
"6409","Dendrobium kentrophyllum","Orchidaceae","Asparagales",2020,"NE","Dendrobium kentrophyllum",0
"6410","Dendrobium langbianense","Orchidaceae","Asparagales",2000,"NE","Dendrobium langbianense",0
"6411","Dendrobium langbianense","Orchidaceae","Asparagales",2001,"NE","Dendrobium langbianense",5
"6412","Dendrobium langbianense","Orchidaceae","Asparagales",2002,"NE","Dendrobium langbianense",0
"6413","Dendrobium langbianense","Orchidaceae","Asparagales",2003,"NE","Dendrobium langbianense",0
"6414","Dendrobium langbianense","Orchidaceae","Asparagales",2004,"NE","Dendrobium langbianense",0
"6415","Dendrobium langbianense","Orchidaceae","Asparagales",2005,"NE","Dendrobium langbianense",0
"6416","Dendrobium langbianense","Orchidaceae","Asparagales",2006,"NE","Dendrobium langbianense",0
"6417","Dendrobium langbianense","Orchidaceae","Asparagales",2007,"NE","Dendrobium langbianense",0
"6418","Dendrobium langbianense","Orchidaceae","Asparagales",2008,"NE","Dendrobium langbianense",0
"6419","Dendrobium langbianense","Orchidaceae","Asparagales",2009,"NE","Dendrobium langbianense",0
"6420","Dendrobium langbianense","Orchidaceae","Asparagales",2010,"NE","Dendrobium langbianense",0
"6421","Dendrobium langbianense","Orchidaceae","Asparagales",2011,"NE","Dendrobium langbianense",0
"6422","Dendrobium langbianense","Orchidaceae","Asparagales",2012,"NE","Dendrobium langbianense",0
"6423","Dendrobium langbianense","Orchidaceae","Asparagales",2013,"NE","Dendrobium langbianense",0
"6424","Dendrobium langbianense","Orchidaceae","Asparagales",2014,"NE","Dendrobium langbianense",0
"6425","Dendrobium langbianense","Orchidaceae","Asparagales",2015,"NE","Dendrobium langbianense",0
"6426","Dendrobium langbianense","Orchidaceae","Asparagales",2016,"NE","Dendrobium langbianense",0
"6427","Dendrobium langbianense","Orchidaceae","Asparagales",2017,"NE","Dendrobium langbianense",0
"6428","Dendrobium langbianense","Orchidaceae","Asparagales",2018,"NE","Dendrobium langbianense",0
"6429","Dendrobium langbianense","Orchidaceae","Asparagales",2019,"NE","Dendrobium langbianense",0
"6430","Dendrobium langbianense","Orchidaceae","Asparagales",2020,"NE","Dendrobium langbianense",0
"6431","Dendrobium lindleyi","Orchidaceae","Asparagales",2000,"NE","Dendrobium lindleyi",0
"6432","Dendrobium lindleyi","Orchidaceae","Asparagales",2001,"NE","Dendrobium lindleyi",0
"6433","Dendrobium lindleyi","Orchidaceae","Asparagales",2002,"NE","Dendrobium lindleyi",250
"6434","Dendrobium lindleyi","Orchidaceae","Asparagales",2003,"NE","Dendrobium lindleyi",50
"6435","Dendrobium lindleyi","Orchidaceae","Asparagales",2004,"NE","Dendrobium lindleyi",0
"6436","Dendrobium lindleyi","Orchidaceae","Asparagales",2005,"NE","Dendrobium lindleyi",0
"6437","Dendrobium lindleyi","Orchidaceae","Asparagales",2006,"NE","Dendrobium lindleyi",0
"6438","Dendrobium lindleyi","Orchidaceae","Asparagales",2007,"NE","Dendrobium lindleyi",0
"6439","Dendrobium lindleyi","Orchidaceae","Asparagales",2008,"NE","Dendrobium lindleyi",0
"6440","Dendrobium lindleyi","Orchidaceae","Asparagales",2009,"NE","Dendrobium lindleyi",0
"6441","Dendrobium lindleyi","Orchidaceae","Asparagales",2010,"NE","Dendrobium lindleyi",0
"6442","Dendrobium lindleyi","Orchidaceae","Asparagales",2011,"NE","Dendrobium lindleyi",0
"6443","Dendrobium lindleyi","Orchidaceae","Asparagales",2012,"NE","Dendrobium lindleyi",0
"6444","Dendrobium lindleyi","Orchidaceae","Asparagales",2013,"NE","Dendrobium lindleyi",0
"6445","Dendrobium lindleyi","Orchidaceae","Asparagales",2014,"NE","Dendrobium lindleyi",0
"6446","Dendrobium lindleyi","Orchidaceae","Asparagales",2015,"NE","Dendrobium lindleyi",0
"6447","Dendrobium lindleyi","Orchidaceae","Asparagales",2016,"NE","Dendrobium lindleyi",0
"6448","Dendrobium lindleyi","Orchidaceae","Asparagales",2017,"NE","Dendrobium lindleyi",0
"6449","Dendrobium lindleyi","Orchidaceae","Asparagales",2018,"NE","Dendrobium lindleyi",0
"6450","Dendrobium lindleyi","Orchidaceae","Asparagales",2019,"NE","Dendrobium lindleyi",0
"6451","Dendrobium lindleyi","Orchidaceae","Asparagales",2020,"NE","Dendrobium lindleyi",0
"6452","Dendrobium longicornu","Orchidaceae","Asparagales",2000,"NE","Dendrobium longicornu",0
"6453","Dendrobium longicornu","Orchidaceae","Asparagales",2001,"NE","Dendrobium longicornu",0
"6454","Dendrobium longicornu","Orchidaceae","Asparagales",2002,"NE","Dendrobium longicornu",0
"6455","Dendrobium longicornu","Orchidaceae","Asparagales",2003,"NE","Dendrobium longicornu",100
"6456","Dendrobium longicornu","Orchidaceae","Asparagales",2004,"NE","Dendrobium longicornu",0
"6457","Dendrobium longicornu","Orchidaceae","Asparagales",2005,"NE","Dendrobium longicornu",0
"6458","Dendrobium longicornu","Orchidaceae","Asparagales",2006,"NE","Dendrobium longicornu",0
"6459","Dendrobium longicornu","Orchidaceae","Asparagales",2007,"NE","Dendrobium longicornu",0
"6460","Dendrobium longicornu","Orchidaceae","Asparagales",2008,"NE","Dendrobium longicornu",0
"6461","Dendrobium longicornu","Orchidaceae","Asparagales",2009,"NE","Dendrobium longicornu",0
"6462","Dendrobium longicornu","Orchidaceae","Asparagales",2010,"NE","Dendrobium longicornu",0
"6463","Dendrobium longicornu","Orchidaceae","Asparagales",2011,"NE","Dendrobium longicornu",0
"6464","Dendrobium longicornu","Orchidaceae","Asparagales",2012,"NE","Dendrobium longicornu",0
"6465","Dendrobium longicornu","Orchidaceae","Asparagales",2013,"NE","Dendrobium longicornu",0
"6466","Dendrobium longicornu","Orchidaceae","Asparagales",2014,"NE","Dendrobium longicornu",0
"6467","Dendrobium longicornu","Orchidaceae","Asparagales",2015,"NE","Dendrobium longicornu",0
"6468","Dendrobium longicornu","Orchidaceae","Asparagales",2016,"NE","Dendrobium longicornu",0
"6469","Dendrobium longicornu","Orchidaceae","Asparagales",2017,"NE","Dendrobium longicornu",0
"6470","Dendrobium longicornu","Orchidaceae","Asparagales",2018,"NE","Dendrobium longicornu",0
"6471","Dendrobium longicornu","Orchidaceae","Asparagales",2019,"NE","Dendrobium longicornu",0
"6472","Dendrobium longicornu","Orchidaceae","Asparagales",2020,"NE","Dendrobium longicornu",0
"6473","Dendrobium nathanielis","Orchidaceae","Asparagales",2000,"NE","Dendrobium nathanielis",0
"6474","Dendrobium nathanielis","Orchidaceae","Asparagales",2001,"NE","Dendrobium nathanielis",0
"6475","Dendrobium nathanielis","Orchidaceae","Asparagales",2002,"NE","Dendrobium nathanielis",0
"6476","Dendrobium nathanielis","Orchidaceae","Asparagales",2003,"NE","Dendrobium nathanielis",20
"6477","Dendrobium nathanielis","Orchidaceae","Asparagales",2004,"NE","Dendrobium nathanielis",1
"6478","Dendrobium nathanielis","Orchidaceae","Asparagales",2005,"NE","Dendrobium nathanielis",0
"6479","Dendrobium nathanielis","Orchidaceae","Asparagales",2006,"NE","Dendrobium nathanielis",0
"6480","Dendrobium nathanielis","Orchidaceae","Asparagales",2007,"NE","Dendrobium nathanielis",0
"6481","Dendrobium nathanielis","Orchidaceae","Asparagales",2008,"NE","Dendrobium nathanielis",0
"6482","Dendrobium nathanielis","Orchidaceae","Asparagales",2009,"NE","Dendrobium nathanielis",0
"6483","Dendrobium nathanielis","Orchidaceae","Asparagales",2010,"NE","Dendrobium nathanielis",0
"6484","Dendrobium nathanielis","Orchidaceae","Asparagales",2011,"NE","Dendrobium nathanielis",0
"6485","Dendrobium nathanielis","Orchidaceae","Asparagales",2012,"NE","Dendrobium nathanielis",0
"6486","Dendrobium nathanielis","Orchidaceae","Asparagales",2013,"NE","Dendrobium nathanielis",0
"6487","Dendrobium nathanielis","Orchidaceae","Asparagales",2014,"NE","Dendrobium nathanielis",0
"6488","Dendrobium nathanielis","Orchidaceae","Asparagales",2015,"NE","Dendrobium nathanielis",0
"6489","Dendrobium nathanielis","Orchidaceae","Asparagales",2016,"NE","Dendrobium nathanielis",0
"6490","Dendrobium nathanielis","Orchidaceae","Asparagales",2017,"NE","Dendrobium nathanielis",0
"6491","Dendrobium nathanielis","Orchidaceae","Asparagales",2018,"NE","Dendrobium nathanielis",0
"6492","Dendrobium nathanielis","Orchidaceae","Asparagales",2019,"NE","Dendrobium nathanielis",0
"6493","Dendrobium nathanielis","Orchidaceae","Asparagales",2020,"NE","Dendrobium nathanielis",0
"6494","Dendrobium nobile","Orchidaceae","Asparagales",2000,"NE","Dendrobium nobile",80
"6495","Dendrobium nobile","Orchidaceae","Asparagales",2001,"NE","Dendrobium nobile",25
"6496","Dendrobium nobile","Orchidaceae","Asparagales",2002,"NE","Dendrobium nobile",0
"6497","Dendrobium nobile","Orchidaceae","Asparagales",2003,"NE","Dendrobium nobile",25
"6498","Dendrobium nobile","Orchidaceae","Asparagales",2004,"NE","Dendrobium nobile",0
"6499","Dendrobium nobile","Orchidaceae","Asparagales",2005,"NE","Dendrobium nobile",0
"6500","Dendrobium nobile","Orchidaceae","Asparagales",2006,"NE","Dendrobium nobile",0
"6501","Dendrobium nobile","Orchidaceae","Asparagales",2007,"NE","Dendrobium nobile",0
"6502","Dendrobium nobile","Orchidaceae","Asparagales",2008,"NE","Dendrobium nobile",0
"6503","Dendrobium nobile","Orchidaceae","Asparagales",2009,"NE","Dendrobium nobile",0
"6504","Dendrobium nobile","Orchidaceae","Asparagales",2010,"NE","Dendrobium nobile",0
"6505","Dendrobium nobile","Orchidaceae","Asparagales",2011,"NE","Dendrobium nobile",0
"6506","Dendrobium nobile","Orchidaceae","Asparagales",2012,"NE","Dendrobium nobile",0
"6507","Dendrobium nobile","Orchidaceae","Asparagales",2013,"NE","Dendrobium nobile",0
"6508","Dendrobium nobile","Orchidaceae","Asparagales",2014,"NE","Dendrobium nobile",0
"6509","Dendrobium nobile","Orchidaceae","Asparagales",2015,"NE","Dendrobium nobile",0
"6510","Dendrobium nobile","Orchidaceae","Asparagales",2016,"NE","Dendrobium nobile",0
"6511","Dendrobium nobile","Orchidaceae","Asparagales",2017,"NE","Dendrobium nobile",0
"6512","Dendrobium nobile","Orchidaceae","Asparagales",2018,"NE","Dendrobium nobile",0
"6513","Dendrobium nobile","Orchidaceae","Asparagales",2019,"NE","Dendrobium nobile",0
"6514","Dendrobium nobile","Orchidaceae","Asparagales",2020,"NE","Dendrobium nobile",0
"6515","Dendrobium ochraceum","Orchidaceae","Asparagales",2000,"NE","Dendrobium ochraceum",0
"6516","Dendrobium ochraceum","Orchidaceae","Asparagales",2001,"NE","Dendrobium ochraceum",2
"6517","Dendrobium ochraceum","Orchidaceae","Asparagales",2002,"NE","Dendrobium ochraceum",0
"6518","Dendrobium ochraceum","Orchidaceae","Asparagales",2003,"NE","Dendrobium ochraceum",59
"6519","Dendrobium ochraceum","Orchidaceae","Asparagales",2004,"NE","Dendrobium ochraceum",177
"6520","Dendrobium ochraceum","Orchidaceae","Asparagales",2005,"NE","Dendrobium ochraceum",0
"6521","Dendrobium ochraceum","Orchidaceae","Asparagales",2006,"NE","Dendrobium ochraceum",0
"6522","Dendrobium ochraceum","Orchidaceae","Asparagales",2007,"NE","Dendrobium ochraceum",0
"6523","Dendrobium ochraceum","Orchidaceae","Asparagales",2008,"NE","Dendrobium ochraceum",0
"6524","Dendrobium ochraceum","Orchidaceae","Asparagales",2009,"NE","Dendrobium ochraceum",0
"6525","Dendrobium ochraceum","Orchidaceae","Asparagales",2010,"NE","Dendrobium ochraceum",0
"6526","Dendrobium ochraceum","Orchidaceae","Asparagales",2011,"NE","Dendrobium ochraceum",0
"6527","Dendrobium ochraceum","Orchidaceae","Asparagales",2012,"NE","Dendrobium ochraceum",0
"6528","Dendrobium ochraceum","Orchidaceae","Asparagales",2013,"NE","Dendrobium ochraceum",0
"6529","Dendrobium ochraceum","Orchidaceae","Asparagales",2014,"NE","Dendrobium ochraceum",0
"6530","Dendrobium ochraceum","Orchidaceae","Asparagales",2015,"NE","Dendrobium ochraceum",0
"6531","Dendrobium ochraceum","Orchidaceae","Asparagales",2016,"NE","Dendrobium ochraceum",0
"6532","Dendrobium ochraceum","Orchidaceae","Asparagales",2017,"NE","Dendrobium ochraceum",0
"6533","Dendrobium ochraceum","Orchidaceae","Asparagales",2018,"NE","Dendrobium ochraceum",0
"6534","Dendrobium ochraceum","Orchidaceae","Asparagales",2019,"NE","Dendrobium ochraceum",0
"6535","Dendrobium ochraceum","Orchidaceae","Asparagales",2020,"NE","Dendrobium ochraceum",0
"6536","Dendrobium oligophyllum","Orchidaceae","Asparagales",2000,"NE","Dendrobium oligophyllum",0
"6537","Dendrobium oligophyllum","Orchidaceae","Asparagales",2001,"NE","Dendrobium oligophyllum",0
"6538","Dendrobium oligophyllum","Orchidaceae","Asparagales",2002,"NE","Dendrobium oligophyllum",0
"6539","Dendrobium oligophyllum","Orchidaceae","Asparagales",2003,"NE","Dendrobium oligophyllum",51
"6540","Dendrobium oligophyllum","Orchidaceae","Asparagales",2004,"NE","Dendrobium oligophyllum",2
"6541","Dendrobium oligophyllum","Orchidaceae","Asparagales",2005,"NE","Dendrobium oligophyllum",20
"6542","Dendrobium oligophyllum","Orchidaceae","Asparagales",2006,"NE","Dendrobium oligophyllum",0
"6543","Dendrobium oligophyllum","Orchidaceae","Asparagales",2007,"NE","Dendrobium oligophyllum",0
"6544","Dendrobium oligophyllum","Orchidaceae","Asparagales",2008,"NE","Dendrobium oligophyllum",0
"6545","Dendrobium oligophyllum","Orchidaceae","Asparagales",2009,"NE","Dendrobium oligophyllum",0
"6546","Dendrobium oligophyllum","Orchidaceae","Asparagales",2010,"NE","Dendrobium oligophyllum",0
