"","Id","Year","Appendix","Taxon","Class","Order","Family","Genus","Term","Quantity","Unit","Importer","Exporter","Origin","Purpose","Source","Reporter.type","Import.permit.RandomID","Export.permit.RandomID","Origin.permit.RandomID","WildSource","PurposeC","Factor","WOE","FL_year","Year_DEL","ChangeType"
"739",2470155918,2003,"II","Encyclia radiata",NA,"Orchidales","Orchidaceae","Encyclia","live",100,NA,"US","BZ",NA,"T","W","I",NA,"c1220dcce1",NA,"Yes","Commercial",1,100,"1975","2020",NA
"740",9501308718,2003,"II","Encyclia radiata",NA,"Orchidales","Orchidaceae","Encyclia","live",200,NA,"US","BZ",NA,"T","W","I",NA,"a94ab8518e",NA,"Yes","Commercial",1,200,"1975","2020",NA
"741",1734253718,2003,"II","Encyclia radiata",NA,"Orchidales","Orchidaceae","Encyclia","live",100,NA,"US","BZ",NA,"T","W","I",NA,"9cb9420198",NA,"Yes","Commercial",1,100,"1975","2020",NA
"742",4388453818,2004,"II","Encyclia radiata",NA,"Orchidales","Orchidaceae","Encyclia","live",240,NA,"US","BZ",NA,"T","W","I",NA,"754d969489",NA,"Yes","Commercial",1,240,"1975","2020",NA
"743",4671183818,2004,"II","Encyclia radiata",NA,"Orchidales","Orchidaceae","Encyclia","live",250,NA,"US","BZ",NA,"T","W","I",NA,"5e13970b40",NA,"Yes","Commercial",1,250,"1975","2020",NA
"744",9910352218,2004,"II","Encyclia radiata",NA,"Orchidales","Orchidaceae","Encyclia","live",500,NA,"US","BZ",NA,"T","W","I",NA,"14a8161b2d",NA,"Yes","Commercial",1,500,"1975","2020",NA
"745",1860864818,2004,"II","Encyclia radiata",NA,"Orchidales","Orchidaceae","Encyclia","live",28,NA,"US","BZ",NA,"T","W","I",NA,"cbe38ee3b5",NA,"Yes","Commercial",1,28,"1975","2020",NA
"746",6114310018,2003,"II","Epidendrum acunae",NA,"Orchidales","Orchidaceae","Epidendrum","live",30,NA,"US","BZ",NA,"T","W","I",NA,"90e25616b3",NA,"Yes","Commercial",1,30,"1975","2020",NA
"747",7359161118,2003,"II","Epidendrum ciliare",NA,"Orchidales","Orchidaceae","Epidendrum","live",30,NA,"US","BZ",NA,"T","W","I",NA,"90e25616b3",NA,"Yes","Commercial",1,30,"1975","2020",NA
"748",4319363518,2003,"II","Epidendrum ciliare",NA,"Orchidales","Orchidaceae","Epidendrum","live",200,NA,"US","BZ",NA,"T","W","I",NA,"a94ab8518e",NA,"Yes","Commercial",1,200,"1975","2020",NA
"749",2942661418,2003,"II","Epidendrum ciliare",NA,"Orchidales","Orchidaceae","Epidendrum","live",100,NA,"US","BZ",NA,"T","W","I",NA,"9cb9420198",NA,"Yes","Commercial",1,100,"1975","2020",NA
"750",3753021318,2003,"II","Epidendrum ciliare",NA,"Orchidales","Orchidaceae","Epidendrum","live",200,NA,"US","BZ",NA,"T","W","I",NA,"d2d4d1119c",NA,"Yes","Commercial",1,200,"1975","2020",NA
"751",4669826018,2003,"II","Epidendrum cusii",NA,"Orchidales","Orchidaceae","Epidendrum","live",30,NA,"US","BZ",NA,"T","W","I",NA,"90e25616b3",NA,"Yes","Commercial",1,30,"1975","2020",NA
"752",4261879718,2004,"II","Epidendrum nutans",NA,"Orchidales","Orchidaceae","Epidendrum","live",5,NA,"US","JM",NA,"T","W","I",NA,"6c270ffa33",NA,"Yes","Commercial",1,5,"1975","2020",NA
"753",1814427118,2003,"II","Epidendrum rigidum",NA,"Orchidales","Orchidaceae","Epidendrum","live",29,NA,"US","BZ",NA,"T","W","I",NA,"bf913d9f68",NA,"Yes","Commercial",1,29,"1975","2020",NA
"754",8078345418,2003,"II","Epigeneium amplum",NA,"Orchidales","Orchidaceae","Epigeneium","live",5,NA,"US","VN",NA,"T","W","I",NA,"edab6cf1d6",NA,"Yes","Commercial",1,5,"1975","2020",NA
"755",8283070718,2003,"II","Epigeneium chapaense",NA,"Orchidales","Orchidaceae","Epigeneium","live",4,NA,"US","VN",NA,"T","W","I",NA,"edab6cf1d6",NA,"Yes","Commercial",1,4,"1975","2020",NA
"756",8446553518,2003,"II","Eulophiella roempleriana",NA,"Orchidales","Orchidaceae","Eulophiella","live",6,NA,"US","MG",NA,"T","W","I",NA,"9b570ab57d",NA,"Yes","Commercial",1,6,"1975","2020",NA
"757",8479040818,2004,"II","Euphorbia ankarensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",5,NA,"ES","MG",NA,"T","W","I",NA,"f4f02db99f",NA,"Yes","Commercial",1,5,"1975","2020",NA
"758",4806570118,2004,"II","Euphorbia ankarensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",100,NA,"US","MG",NA,"T","W","I",NA,"1c137d4b7e",NA,"Yes","Commercial",1,100,"1975","2020",NA
"759",9106128918,2004,"II","Euphorbia ankarensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",53,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,53,"1975","2020",NA
"760",4366832418,2004,"II","Euphorbia biaculeata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",27,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,27,"1975","2020",NA
"761",9671712618,2004,"II","Euphorbia bongolavensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",200,NA,"US","MG",NA,"T","W","I",NA,"1ff740ce20",NA,"Yes","Commercial",1,200,"1975","2020",NA
"762",1561736318,2004,"II","Euphorbia bongolavensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",50,NA,"US","MG",NA,"T","W","I",NA,"69480c4a1b",NA,"Yes","Commercial",1,50,"1975","2020",NA
"763",9009516518,2004,"II","Euphorbia bongolavensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",27,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,27,"1975","2020",NA
"764",5257336118,2004,"II","Euphorbia bulbispina",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",100,NA,"US","MG",NA,"T","W","I",NA,"1c137d4b7e",NA,"Yes","Commercial",1,100,"1975","2020",NA
"765",7912926718,2004,"II","Euphorbia duranii",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",13,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,13,"1975","2020",NA
"766",2599463418,2004,"II","Euphorbia elliotii",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",13,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,13,"1975","2020",NA
"767",4731544318,2004,"II","Euphorbia hedyotoides",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",80,NA,"US","MG",NA,"T","W","I",NA,"1ff740ce20",NA,"Yes","Commercial",1,80,"1975","2020",NA
"768",4038332618,2004,"II","Euphorbia hedyotoides",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",40,NA,"US","MG",NA,"T","W","I",NA,"7225f7c7d3",NA,"Yes","Commercial",1,40,"1975","2020",NA
"769",3724303518,2004,"II","Euphorbia hedyotoides",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",53,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,53,"1975","2020",NA
"770",4946496418,2004,"II","Euphorbia hofstaetteri",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",200,NA,"US","MG",NA,"T","W","I",NA,"1ff740ce20",NA,"Yes","Commercial",1,200,"1975","2020",NA
"771",9861278918,2004,"II","Euphorbia horombensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",27,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,27,"1975","2020",NA
"772",6128455418,2004,"II","Euphorbia horombensis",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",8,NA,"US","MG",NA,"T","W","I",NA,"42be614c89",NA,"Yes","Commercial",1,8,"1975","2020",NA
"773",8918988218,2004,"II","Euphorbia milii",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",32,NA,"DE","MG",NA,"T","W","I","408469553f","3d7ca68c04",NA,"Yes","Commercial",1,32,"1975","2020",NA
"774",4060719318,2004,"II","Euphorbia milii",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",150,NA,"US","MG",NA,"T","W","I",NA,"f563615008",NA,"Yes","Commercial",1,150,"1975","2020",NA
"775",2531671618,2004,"II","Euphorbia milii",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",30,NA,"US","MG",NA,"T","W","I",NA,"42be614c89",NA,"Yes","Commercial",1,30,"1975","2020",NA
"776",5732136218,2004,"II","Euphorbia milii",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",80,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,80,"1975","2020",NA
"777",3632995318,2004,"II","Euphorbia poissonii",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",200,NA,"DE","BJ",NA,"T","W","I","65b74ace0a","f8725de9e6",NA,"Yes","Commercial",1,200,"1975","2020",NA
"778",8464467718,2004,"II","Euphorbia razafindratsirae",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",85,NA,"US","MG",NA,"T","W","I",NA,"d643f0f3a4",NA,"Yes","Commercial",1,85,"1975","2020",NA
"779",7139532918,2004,"II","Euphorbia razafindratsirae",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",53,NA,"US","MG",NA,"T","W","I",NA,"eef10f19f3",NA,"Yes","Commercial",1,53,"1975","2020",NA
"780",9668819918,2003,"II","Euphorbia stellata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",500,NA,"BE","ZA",NA,"T","W","I","a2da3c7d24","e6a9f755eb",NA,"Yes","Commercial",1,500,"1975","2020",NA
"781",2734036318,2003,"II","Euphorbia stellata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",100,NA,"US","ZA",NA,"T","W","I",NA,"a5cf457a92",NA,"Yes","Commercial",1,100,"1975","2020",NA
"782",9962381618,2003,"II","Euphorbia stellata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",200,NA,"US","ZA",NA,"T","W","I",NA,"4a10d5a9d2",NA,"Yes","Commercial",1,200,"1975","2020",NA
"783",3414797518,2004,"II","Euphorbia stellata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",150,NA,"DE","ZA",NA,"T","W","I","f1c914c2ba","85d8242569",NA,"Yes","Commercial",1,150,"1975","2020",NA
"784",7579535118,2004,"II","Euphorbia stellata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",100,NA,"DE","ZA",NA,"T","W","I","e3b1b4df54","1a4d846681",NA,"Yes","Commercial",1,100,"1975","2020",NA
"785",7975354918,2004,"II","Euphorbia stellata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",200,NA,"DE","ZA",NA,"T","W","I","011ea18e5a","34867d6701",NA,"Yes","Commercial",1,200,"1975","2020",NA
"786",8676192018,2004,"II","Euphorbia stellata",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",30,NA,"US","ZA",NA,"T","W","I",NA,"32523ae3fc",NA,"Yes","Commercial",1,30,"1975","2020",NA
"787",3868319318,2004,"II","Euphorbia venenifica",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","live",200,NA,"DE","BJ",NA,"T","W","I","65b74ace0a","f8725de9e6",NA,"Yes","Commercial",1,200,"1975","2020",NA
"788",2811501118,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+05,NA,"NL","TR",NA,"T","W","I","67dac4d8eb","a6aeabbec6",NA,"Yes","Commercial",1,1e+05,"1990","2020",NA
"789",6508813418,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",345000,NA,"NL","TR",NA,"T","W","I","0bc076984b","981e7dba67",NA,"Yes","Commercial",1,345000,"1990","2020",NA
"790",1289935618,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",403400,NA,"NL","TR",NA,"T","W","I","7c5d49d95c","2665e431fa",NA,"Yes","Commercial",1,403400,"1990","2020",NA
"791",2476411718,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",168800,NA,"NL","TR",NA,"T","W","I","b1406e06f2","62f84d0d1e",NA,"Yes","Commercial",1,168800,"1990","2020",NA
"792",1085817718,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",286000,NA,"NL","TR",NA,"T","W","I","bdd50792c1","b10f6c832d",NA,"Yes","Commercial",1,286000,"1990","2020",NA
"793",1032308318,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+05,NA,"NL","TR",NA,"T","W","I","6e61c2d1e0","58b3a1efe3",NA,"Yes","Commercial",1,1e+05,"1990","2020",NA
"794",4856083118,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+05,NA,"NL","TR",NA,"T","W","I","8573494851","47a3cfd76f",NA,"Yes","Commercial",1,1e+05,"1990","2020",NA
"795",5470456718,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",130600,NA,"NL","TR",NA,"T","W","I","e22be4fc73","fef999e6d5",NA,"Yes","Commercial",1,130600,"1990","2020",NA
"796",7670056518,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",68550,NA,"NL","TR",NA,"T","W","I","567cde552c","2817bb6152",NA,"Yes","Commercial",1,68550,"1990","2020",NA
"797",1288520318,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",205650,NA,"NL","TR",NA,"T","W","I","f9d033b7a0","ebc4cc3b98",NA,"Yes","Commercial",1,205650,"1990","2020",NA
"798",9667623918,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+06,NA,"NL","GE",NA,"T","W","I","60d6cbc2e8","947d098546",NA,"Yes","Commercial",1,1e+06,"1990","2020",NA
"799",2252624818,2003,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+06,NA,"NL","GE",NA,"T","W","I","fa3d2d8376","3c3de2e42f",NA,"Yes","Commercial",1,1e+06,"1990","2020",NA
"800",9849119218,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+06,NA,"NL","GE",NA,"T","W","I","b3bd8e5274","715c738ab0",NA,"Yes","Commercial",1,1e+06,"1990","2020",NA
"801",9885230118,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+06,NA,"NL","GE",NA,"T","W","I","b207258e5b","1e5b052f4c",NA,"Yes","Commercial",1,1e+06,"1990","2020",NA
"802",1517555118,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",345800,NA,"NL","TR",NA,"T","W","I","13dbe9ea22","6d824f689a",NA,"Yes","Commercial",1,345800,"1990","2020",NA
"803",5543212818,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",1e+05,NA,"NL","TR",NA,"T","W","I","7f1d856f18","217d608333",NA,"Yes","Commercial",1,1e+05,"1990","2020",NA
"804",1478232218,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",139400,NA,"NL","TR",NA,"T","W","I","c0a26b84ba","c872202e60",NA,"Yes","Commercial",1,139400,"1990","2020",NA
"805",7231919618,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",95200,NA,"NL","TR",NA,"T","W","I","65f3ddef8b","07edcd2d75",NA,"Yes","Commercial",1,95200,"1990","2020",NA
"806",9684980618,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",682450,NA,"NL","TR",NA,"T","W","I","b94424a70c","a3c9fbcc1a",NA,"Yes","Commercial",1,682450,"1990","2020",NA
"807",8053739118,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",267550,NA,"NL","TR",NA,"T","W","I","54d99fe7ac","5af669982d",NA,"Yes","Commercial",1,267550,"1990","2020",NA
"808",9609824918,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",67400,NA,"NL","TR",NA,"T","W","I","93e83b582e","b1d73c007a",NA,"Yes","Commercial",1,67400,"1990","2020",NA
"809",2621043518,2004,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",202200,NA,"NL","TR",NA,"T","W","I","1837376eb1","92bc225b7b",NA,"Yes","Commercial",1,202200,"1990","2020",NA
"810",2412064318,2005,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",271250,NA,"NL","TR",NA,"T","W","I","4d1cba9887","4fbb601ade",NA,"Yes","Commercial",1,271250,"1990","2020",NA
"811",4229528418,2005,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",678750,NA,"NL","TR",NA,"T","W","I","1c6df5ae45","bd7018bb05",NA,"Yes","Commercial",1,678750,"1990","2020",NA
"812",2598467318,2005,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",69500,NA,"NL","TR",NA,"T","W","I","8e1cd57d22","f60ccb32d6",NA,"Yes","Commercial",1,69500,"1990","2020",NA
"813",3886190118,2005,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",360750,NA,"NL","TR",NA,"T","W","I","fa4af6811a","28d371899e",NA,"Yes","Commercial",1,360750,"1990","2020",NA
"814",1275507018,2005,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",176250,NA,"NL","TR",NA,"T","W","I","88c2eb79b4","765de48f55",NA,"Yes","Commercial",1,176250,"1990","2020",NA
"815",7212926218,2005,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",58750,NA,"NL","TR",NA,"T","W","I","52734bcdab","48228c8f6b",NA,"Yes","Commercial",1,58750,"1990","2020",NA
"816",4784571318,2005,"II","Galanthus woronowii",NA,"Liliales","Amaryllidaceae","Galanthus","live",124000,NA,"NL","TR",NA,"T","W","I","2d970a5d6f","8ab5135e41",NA,"Yes","Commercial",1,124000,"1990","2020",NA
"817",4902081518,2003,"II","Galeandra batemanii",NA,"Orchidales","Orchidaceae","Galeandra","live",50,NA,"US","BZ",NA,"T","W","I",NA,"90e25616b3",NA,"Yes","Commercial",1,50,"1975","2020",NA
"818",4994786218,2004,"II","Galeandra batemanii",NA,"Orchidales","Orchidaceae","Galeandra","live",130,NA,"US","BZ",NA,"T","W","I",NA,"754d969489",NA,"Yes","Commercial",1,130,"1975","2020",NA
"819",6517750218,2004,"II","Galeandra batemanii",NA,"Orchidales","Orchidaceae","Galeandra","live",500,NA,"US","BZ",NA,"T","W","I",NA,"731fe9205f",NA,"Yes","Commercial",1,500,"1975","2020",NA
"820",8858755418,2004,"II","Galeandra batemanii",NA,"Orchidales","Orchidaceae","Galeandra","live",26,NA,"US","BZ",NA,"T","W","I",NA,"cbe38ee3b5",NA,"Yes","Commercial",1,26,"1975","2020",NA
"821",7330947018,2003,"II","Gongora truncata",NA,"Orchidales","Orchidaceae","Gongora","live",20,NA,"US","BZ",NA,"T","W","I",NA,"f77a29de28",NA,"Yes","Commercial",1,20,"1975","2020",NA
"822",6153115918,2003,"II","Gongora truncata",NA,"Orchidales","Orchidaceae","Gongora","live",5,NA,"US","BZ",NA,"T","W","I",NA,"bf913d9f68",NA,"Yes","Commercial",1,5,"1975","2020",NA
"823",2890882718,2003,"II","Habenaria rhodocheila",NA,"Orchidales","Orchidaceae","Habenaria","live",51,NA,"US","VN",NA,"T","W","I",NA,"edab6cf1d6",NA,"Yes","Commercial",1,51,"1975","2020",NA
"824",6761956418,2003,"II","Holcoglossum subulifolium",NA,"Orchidales","Orchidaceae","Holcoglossum","live",6,NA,"US","VN",NA,"T","W","I",NA,"edab6cf1d6",NA,"Yes","Commercial",1,6,"1975","2020",NA
"825",2129874718,2003,"II","Ionopsis utricularioides",NA,"Orchidales","Orchidaceae","Ionopsis","live",25,NA,"US","BZ",NA,"T","W","I",NA,"f77a29de28",NA,"Yes","Commercial",1,25,"1975","2020",NA
"826",3471618218,2003,"II","Isochilus carnosiflorus",NA,"Orchidales","Orchidaceae","Isochilus","live",50,NA,"US","BZ",NA,"T","W","I",NA,"bddfa20487",NA,"Yes","Commercial",1,50,"1975","2020",NA
"827",4039620118,2004,"II","Isochilus carnosiflorus",NA,"Orchidales","Orchidaceae","Isochilus","live",50,NA,"US","BZ",NA,"T","W","I",NA,"b3129739a0",NA,"Yes","Commercial",1,50,"1975","2020",NA
"828",7122532518,2004,"II","Isochilus carnosiflorus",NA,"Orchidales","Orchidaceae","Isochilus","live",50,NA,"US","BZ",NA,"T","W","I",NA,"767f2d4c9c",NA,"Yes","Commercial",1,50,"1975","2020",NA
"829",3567192518,2003,"II","Laelia purpurata",NA,"Orchidales","Orchidaceae","Laelia","live",20,NA,"US","BZ",NA,"T","W","I",NA,"90e25616b3",NA,"Yes","Commercial",1,20,"1975","2020",NA
"830",5306698418,2003,"II","Luisia zollingeri",NA,"Orchidales","Orchidaceae","Luisia","live",2,NA,"US","VN",NA,"T","W","I",NA,"edab6cf1d6",NA,"Yes","Commercial",1,2,"1975","2020",NA
"831",2410965818,2003,"II","Lycaste cochleata",NA,"Orchidales","Orchidaceae","Lycaste","live",20,NA,"US","BZ",NA,"T","W","I",NA,"f77a29de28",NA,"Yes","Commercial",1,20,"1975","2020",NA
"832",5999529818,2003,"II","Masdevallia floribunda",NA,"Orchidales","Orchidaceae","Masdevallia","live",30,NA,"US","BZ",NA,"T","W","I",NA,"90e25616b3",NA,"Yes","Commercial",1,30,"1975","2020",NA
"833",6211319318,2003,"II","Masdevallia floribunda",NA,"Orchidales","Orchidaceae","Masdevallia","live",50,NA,"US","BZ",NA,"T","W","I",NA,"a94ab8518e",NA,"Yes","Commercial",1,50,"1975","2020",NA
"834",5036002318,2003,"II","Masdevallia floribunda",NA,"Orchidales","Orchidaceae","Masdevallia","live",40,NA,"US","BZ",NA,"T","W","I",NA,"9cb9420198",NA,"Yes","Commercial",1,40,"1975","2020",NA
"835",9744861118,2004,"II","Masdevallia floribunda",NA,"Orchidales","Orchidaceae","Masdevallia","live",50,NA,"US","BZ",NA,"T","W","I",NA,"ff48323340",NA,"Yes","Commercial",1,50,"1975","2020",NA
"836",9262913018,2004,"II","Masdevallia floribunda",NA,"Orchidales","Orchidaceae","Masdevallia","live",300,NA,"US","BZ",NA,"T","W","I",NA,"731fe9205f",NA,"Yes","Commercial",1,300,"1975","2020",NA
"837",4003577418,2004,"II","Masdevallia floribunda",NA,"Orchidales","Orchidaceae","Masdevallia","live",25,NA,"US","BZ",NA,"T","W","I",NA,"b3129739a0",NA,"Yes","Commercial",1,25,"1975","2020",NA
"838",4587888818,2003,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",50,NA,"US","BZ",NA,"T","W","I",NA,"d02bdec325",NA,"Yes","Commercial",1,50,"1975","2020",NA
"839",4242097018,2003,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",50,NA,"US","BZ",NA,"T","W","I",NA,"b50063400f",NA,"Yes","Commercial",1,50,"1975","2020",NA
"840",5277545518,2003,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",100,NA,"US","BZ",NA,"T","W","I",NA,"bddfa20487",NA,"Yes","Commercial",1,100,"1975","2020",NA
"841",9837654818,2003,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",100,NA,"US","BZ",NA,"T","W","I",NA,"1a36d36ee7",NA,"Yes","Commercial",1,100,"1975","2020",NA
"842",5780823018,2003,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",50,NA,"US","BZ",NA,"T","W","I",NA,"a94ab8518e",NA,"Yes","Commercial",1,50,"1975","2020",NA
"843",4503165318,2003,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",30,NA,"US","BZ",NA,"T","W","I",NA,"9cb9420198",NA,"Yes","Commercial",1,30,"1975","2020",NA
"844",8812765818,2004,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",40,NA,"US","BZ",NA,"T","W","I",NA,"754d969489",NA,"Yes","Commercial",1,40,"1975","2020",NA
"845",4735766918,2004,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",50,NA,"US","BZ",NA,"T","W","I",NA,"b3129739a0",NA,"Yes","Commercial",1,50,"1975","2020",NA
"846",2684955418,2004,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",50,NA,"US","BZ",NA,"T","W","I",NA,"767f2d4c9c",NA,"Yes","Commercial",1,50,"1975","2020",NA
"847",4909628018,2004,"II","Maxillaria tenuifolia",NA,"Orchidales","Orchidaceae","Maxillaria","live",42,NA,"US","BZ",NA,"T","W","I",NA,"cbe38ee3b5",NA,"Yes","Commercial",1,42,"1975","2020",NA
"848",8437073518,2003,"II","Microcoelia aphylla",NA,"Orchidales","Orchidaceae","Microcoelia","live",4,NA,"US","MG",NA,"T","W","I",NA,"9b570ab57d",NA,"Yes","Commercial",1,4,"1975","2020",NA
"849",2300502018,2003,"II","Mycaranthes pannea",NA,"Orchidales","Orchidaceae","Mycaranthes","live",1,NA,"US","VN",NA,"T","W","I",NA,"edab6cf1d6",NA,"Yes","Commercial",1,1,"1975","2020",NA
"850",2450600118,2003,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",100,NA,"US","BZ",NA,"T","W","I",NA,"d02bdec325",NA,"Yes","Commercial",1,100,"1975","2020",NA
"851",4913875618,2003,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",50,NA,"US","BZ",NA,"T","W","I",NA,"350447cbe9",NA,"Yes","Commercial",1,50,"1975","2020",NA
"852",8032727818,2003,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",300,NA,"US","BZ",NA,"T","W","I",NA,"1a36d36ee7",NA,"Yes","Commercial",1,300,"1975","2020",NA
"853",5078582218,2003,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",200,NA,"US","BZ",NA,"T","W","I",NA,"c1220dcce1",NA,"Yes","Commercial",1,200,"1975","2020",NA
"854",7828888618,2003,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",200,NA,"US","BZ",NA,"T","W","I",NA,"a94ab8518e",NA,"Yes","Commercial",1,200,"1975","2020",NA
"855",2619524518,2003,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",32,NA,"US","BZ",NA,"T","W","I",NA,"bf913d9f68",NA,"Yes","Commercial",1,32,"1975","2020",NA
"856",6369329118,2003,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",300,NA,"US","BZ",NA,"T","W","I",NA,"d2d4d1119c",NA,"Yes","Commercial",1,300,"1975","2020",NA
"857",5772926018,2004,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",100,NA,"US","BZ",NA,"T","W","I",NA,"ff48323340",NA,"Yes","Commercial",1,100,"1975","2020",NA
"858",9432843718,2004,"II","Myrmecophila grandiflora",NA,"Orchidales","Orchidaceae","Myrmecophila","live",200,NA,"US","BZ",NA,"T","W","I",NA,"767f2d4c9c",NA,"Yes","Commercial",1,200,"1975","2020",NA
