"","Family","Taxon","Order","Importer","Exporter","Year","n","Clean_code","IUCNName","order_new","CITES order","Number of plants traded","analysis"
"7074","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2010,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7075","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2011,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7076","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2012,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7077","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2013,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7078","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2014,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7079","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2015,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7080","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2016,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7081","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2017,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7082","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2018,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7083","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2019,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7084","Euphorbiaceae","Euphorbia alfredii","Euphorbiales","US","MG",2020,0,"VU","Euphorbia alfredii","Malpighiales","Euphorbiales",34753,"Yes"
"7085","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","DE","MG",2000,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7086","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2004,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7087","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2005,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7088","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2006,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7089","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2007,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7090","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2008,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7091","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2009,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7092","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2010,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7093","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2011,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7094","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2012,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7095","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2013,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7096","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2014,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7097","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2015,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7098","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2016,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7099","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2017,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7100","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2018,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7101","Euphorbiaceae","Euphorbia squarrosa","Euphorbiales","DE","ZA",2019,0,"NE","Euphorbia squarrosa","Malpighiales","Euphorbiales",34753,"Yes"
"7102","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","DE","MG",2017,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7103","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","DE","MG",2018,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7104","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","DE","MG",2019,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7105","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","DE","MG",2020,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7106","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2000,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7107","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2001,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7108","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2002,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7109","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2003,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7110","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2004,5,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7111","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2005,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7112","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2006,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7113","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2007,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7114","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2008,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7115","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2009,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7116","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2010,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7117","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2011,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7118","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2012,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7119","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2013,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7120","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2014,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7121","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2015,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7122","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2016,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7123","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2017,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7124","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2018,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7125","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2019,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7126","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","ES","MG",2020,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7127","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","HK","MG",2000,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7128","Euphorbiaceae","Euphorbia bongolavensis","Euphorbiales","HK","MG",2008,0,"VU","Euphorbia bongolavensis","Malpighiales","Euphorbiales",34753,"Yes"
"7129","Euphorbiaceae","Euphorbia bongolavensis","Euphorbiales","HK","MG",2009,0,"VU","Euphorbia bongolavensis","Malpighiales","Euphorbiales",34753,"Yes"
"7130","Euphorbiaceae","Euphorbia bongolavensis","Euphorbiales","HK","MG",2010,0,"VU","Euphorbia bongolavensis","Malpighiales","Euphorbiales",34753,"Yes"
"7131","Euphorbiaceae","Euphorbia bongolavensis","Euphorbiales","HK","MG",2011,0,"VU","Euphorbia bongolavensis","Malpighiales","Euphorbiales",34753,"Yes"
"7132","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2013,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7133","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2014,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7134","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2015,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7135","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2016,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7136","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2017,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7137","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2018,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7138","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2019,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7139","Euphorbiaceae","Euphorbia iharanae","Euphorbiales","US","MG",2020,0,"CR","Euphorbia iharanae","Malpighiales","Euphorbiales",34753,"Yes"
"7140","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2000,0,"NE","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7141","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2001,0,"NE","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7142","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2002,0,"NE","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7143","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2003,0,"NE","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7144","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2004,0,"VU","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7145","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2005,70,"VU","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7146","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2006,0,"VU","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7147","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2007,0,"VU","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7148","Euphorbiaceae","Euphorbia itremensis","Euphorbiales","CZ","MG",2008,0,"VU","Euphorbia itremensis","Malpighiales","Euphorbiales",34753,"Yes"
"7149","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2001,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7150","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2002,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7151","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2003,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7152","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2004,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7153","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2005,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7154","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2006,20,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7155","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2007,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7156","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2008,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7157","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2009,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7158","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2010,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7159","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2011,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7160","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2012,20,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7161","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2013,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7162","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2014,10,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7163","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2015,10,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7164","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2016,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7165","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2017,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7166","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2018,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7167","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2019,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7168","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","JP","MG",2020,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7169","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2000,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7170","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2001,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7171","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2002,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7172","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2003,0,"NE","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7173","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2004,153,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7174","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2005,180,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7175","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2006,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7176","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2007,60,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7177","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2008,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7178","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2009,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7179","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2010,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7180","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2011,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7181","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2012,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7182","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2013,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7183","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2014,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7184","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2015,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7185","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2016,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7186","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2017,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7187","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2018,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7188","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2019,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7189","Euphorbiaceae","Euphorbia ankarensis","Euphorbiales","US","MG",2020,0,"EN","Euphorbia ankarensis","Malpighiales","Euphorbiales",34753,"Yes"
"7190","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2001,0,"NE","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7191","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2002,0,"NE","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7192","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2003,0,"NE","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7193","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2004,712,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7194","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2005,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7195","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2006,60,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7196","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2007,160,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7197","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2008,105,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7198","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2009,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7199","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2010,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7200","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2011,170,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7201","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2012,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7202","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2013,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7203","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2014,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7204","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2015,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7205","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2016,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7206","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2017,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7207","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2018,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7208","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2019,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7209","Euphorbiaceae","Euphorbia guillauminiana","Euphorbiales","US","MG",2020,0,"EN","Euphorbia guillauminiana","Malpighiales","Euphorbiales",34753,"Yes"
"7210","Euphorbiaceae","Euphorbia hedyotoides","Euphorbiales","CZ","MG",2000,0,"NE","Euphorbia hedyotoides","Malpighiales","Euphorbiales",34753,"Yes"
"7211","Euphorbiaceae","Euphorbia hedyotoides","Euphorbiales","CZ","MG",2001,0,"NE","Euphorbia hedyotoides","Malpighiales","Euphorbiales",34753,"Yes"
"7212","Euphorbiaceae","Euphorbia hedyotoides","Euphorbiales","CZ","MG",2002,0,"NE","Euphorbia hedyotoides","Malpighiales","Euphorbiales",34753,"Yes"
"7213","Euphorbiaceae","Euphorbia hedyotoides","Euphorbiales","CZ","MG",2003,0,"NE","Euphorbia hedyotoides","Malpighiales","Euphorbiales",34753,"Yes"
"7214","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2003,0,"NE","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7215","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2004,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7216","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2005,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7217","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2006,5,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7218","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2007,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7219","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2008,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7220","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2009,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7221","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2010,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7222","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2011,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7223","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2012,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7224","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2013,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7225","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2014,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7226","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2015,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7227","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2016,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7228","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2017,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7229","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2018,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7230","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2019,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7231","Euphorbiaceae","Euphorbia antso","Euphorbiales","JP","MG",2020,0,"LC","Euphorbia antso","Malpighiales","Euphorbiales",34753,"Yes"
"7232","Euphorbiaceae","Euphorbia astrophora","Euphorbiales","DE","ZA",2000,0,"NE","Euphorbia astrophora","Malpighiales","Euphorbiales",34753,"Yes"
"7233","Euphorbiaceae","Euphorbia astrophora","Euphorbiales","DE","ZA",2001,0,"NE","Euphorbia astrophora","Malpighiales","Euphorbiales",34753,"Yes"
"7234","Euphorbiaceae","Euphorbia astrophora","Euphorbiales","DE","ZA",2002,0,"NE","Euphorbia astrophora","Malpighiales","Euphorbiales",34753,"Yes"
"7235","Euphorbiaceae","Euphorbia astrophora","Euphorbiales","DE","ZA",2003,0,"NE","Euphorbia astrophora","Malpighiales","Euphorbiales",34753,"Yes"
"7236","Euphorbiaceae","Euphorbia astrophora","Euphorbiales","DE","ZA",2004,0,"NE","Euphorbia astrophora","Malpighiales","Euphorbiales",34753,"Yes"
"7237","Euphorbiaceae","Euphorbia astrophora","Euphorbiales","DE","ZA",2005,0,"NE","Euphorbia astrophora","Malpighiales","Euphorbiales",34753,"Yes"
"7238","Euphorbiaceae","Euphorbia astrophora","Euphorbiales","DE","ZA",2006,0,"NE","Euphorbia astrophora","Malpighiales","Euphorbiales",34753,"Yes"
